path,bytes,sha256
command.json,6466,91aab11b69443bf9342bf7d2ae127a26673ecce50b8f4369ec2ce692e4eeb08d
console.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
console.stdout.log,108,769ad1a69e28d6425cc2b1dcff3067102805e5475a111c582cc957d11fde9994
external/global_bound_trace.csv,15006,3f502024d3a9fd19503591891ab8cbe0360eb547e523191c4badc5438ab8848b
external/lp_status_ledger.csv,1611,5111fb8a7e5811a14a6bb25969bbf8071840fddabe7c804367208f5c14b0cd1c
external/models/L0.lp,307844,a6760eaab985a60993324bc071cc848c694f7feb0940483cc6c9ef237a363636
external/models/L1.0.lp,312522,75b3259fafaa4ed552b2676b120c8ced0d1314b3a79eb19a2ca0bad190bbb865
external/models/L1.1.lp,312519,3b08c2de628a2e95f28fefc01d74398c1df76663c9cff962874f94f0bea31dc2
external/models/L1.lp,312432,059e121d9410bbbe215dd32d8bd6d509e7f2312a3f3c47f665ccb50f8221ba0b
external/models/L2.0.0.0.lp,312299,224f8f40b1f275099b3aeec816156cd72611a4a0c05056029d9f51bfdb1338f8
external/models/L2.0.0.1.lp,312352,a88d178cd7fde0ef1fbecf87828906e0b0c106421e78fc887fbd411c3ca21e00
external/models/L2.0.0.lp,312520,ead73f2081cd40ad8da6e4e24df390bc4e92398d62db6142fee01c1dc1be2858
external/models/L2.0.1.lp,312518,bebaa45cdc7e93b37df34913fa1c3336127d3ff8343f00ad2a93260aa26e2244
external/models/L2.0.lp,312520,41a2bf242ddc29a131f4eca965d62aa8b3db7fe8e08474e407a4e1677bc82aba
external/models/L2.1.lp,312429,16ef8d26ed2a6a6c26cee7f1424d019a307793dc48b18e497a3c102a021f9ef0
external/models/L2.lp,312430,72ebfbef86efd4abb0a900324cc79da8664a953a8b6616a4e0f15106e606f400
external/models/L3.lp,312331,d3dbe9990321eddb558bb15717ddfb63fd4887846ad00360fe8128d8d1f7cd24
external/native_logs/L0_lp.gurobi.log,1327,06ed83721a8f0c6db1c890a4f99c6852eab3cb304c6dbb1519127a9f77a648b8
external/native_logs/L1.0_lp.gurobi.log,1412,fa3dac19922080647f09a43c57836855c84aded4282a99b149cf6e89ac298b95
external/native_logs/L1.1_lp.gurobi.log,1456,b6bcf3cbb32fde9039e2e9e76f01a5fcddb4034d7a55cc9241e3ca83afab872c
external/native_logs/L1_c6_1_next_leaf_target_mip.gurobi.log,1802,0129b7b114434eac1ddd271781657f3e70dfa95e7a6ce9e9051d0062328f330b
external/native_logs/L1_lp.gurobi.log,1410,b87463206b854945aa0951728fecd837bd0d7937e9befc1c703b9b3a7049d0ef
external/native_logs/L1_terminal_mip.gurobi.log,5163,593f13a79f5fefeb377218fa1fe04cb91a62342853e355dacd4c2ae8808f3c7b
external/native_logs/L2.0.0.0_lp.gurobi.log,1459,3e580b1489c9f2d6c7fbd0cb1a683a5e12c7652344c152179e65bfd66d856578
external/native_logs/L2.0.0.1_lp.gurobi.log,1415,dd460b11c37461ea5d02ebe2e9497d71fc10573efe44044109a6824ae81decc2
external/native_logs/L2.0.0_lp.gurobi.log,1413,a523bbb28aa705458ae1bd0becf51e45e1385784266445f82ad20a9d00c486d0
external/native_logs/L2.0.0_terminal_mip.gurobi.log,1344,ab21e0387e615010beea8a0172d41202e796b17c47ae69d52d09fdae303ed01e
external/native_logs/L2.0.1_lp.gurobi.log,1330,19b42206ac241c74d23cf255d4c8bb2fc832da5862233ef958d102354f4fa8ac
external/native_logs/L2.0_lp.gurobi.log,1411,9567b67161696db70838dd47f563844add7368321e02ecd3871f4aad474781a1
external/native_logs/L2.1_lp.gurobi.log,1328,2251aa46a66b63720f85864525ca4ec40f59d9122a3c2cd3a314b54fec603517
external/native_logs/L2_lp.gurobi.log,1409,aeeb9faa5730261fcea95423c3a59412de803661509013c24b2bc400d9a65910
external/native_logs/L3_lp.gurobi.log,1140,d1273845aea6f9bc298644ca087c0a60f61698524ff4cacbeaba57389511e430
external/native_target_ledger.csv,379,7428f2f8cf6820daaa8d264e0e9a1e77d9ff3a88d216d9619e3eb65cf25f36a9
external/paper_leaf_ledger.csv,1895,c0ba725e1b77f4f879897f37ad2b856ed47fc46b9ad20efff03ec0ac0af4a9d1
external/paper_optimize_ledger.csv,5654,2edf0c5735d2c29f610729cc73713ce927c25f857baf7b6586e56f09e1ae7894
external/paper_tree_events.csv,1244,a52ccd0462207ffd15cd32a8ed83bbbf3391663cc0fb0940db1c53811ae5d172
external/parent_child_bound_ledger.csv,527,f5501498f76079f2e3a97140de34ca8e156ac19a0189f1d00664d8e6d58925eb
external/split_decision_ledger.csv,408,a8f8161a5809b432c4cb076c6adb33c0a132429a676bd1e9945d3cbe3fc9617e
heuristic_candidates.csv,362,e872609527bccbaa2a6c590a0a208bf2c11df4848fe07645981561a8e5143c5b
hga_generations.csv,77719,a431f0aa7f9f8f0e6d0ce858d3d335afa3e273664cd8accac4441e2289e0e0c7
native.log,5824,c9d40ef406960ff961ea3441d85eed0c902ffef1c446582bd63f118219e63a1e
process_phases.csv,4034,cbe7b9b40d8cd7cc1b4cd68a6c4074e5dd6ba52165a6ecaadc7713271b2cbad6
progress.csv,690,b4e55b2626945246e027323367e1c7b08049d0a9edb7eb4f99880194eb38acca
result.json,84883,e6b838557b4fea62079d38cd823f813d5c46841609de4a1944b89f33b0205e1a
