10 3 [20, 20, 20]
capacities = [100000, 44, 38, 37, 29, 42, 30, 43, 25, 45, 45]
initial     = [50000, 28, 3, 20, 20, 14, 28, 17, 19, 33, 33]
target      = [0, 33, 33, 26, 24, 28, 21, 2, 14, 3, 19]
weights    = [0.000000, 0.064394, 0.136364, 0.071923, 0.065833, 0.097500, 0.081667, 0.762500, 0.083929, 1.000000, 0.120000]
min_ratio  = [0.0000, 0.5939, 0.0636, 0.5385, 0.5833, 0.3500, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000]
points = [(584400.000, 4511800.000), (584021.214, 4511612.210), (584657.224, 4511724.650), (584214.049, 4512298.944), (584152.537, 4511401.670), (584726.252, 4511773.931), (584432.456, 4512196.637), (584089.882, 4511432.953), (584721.222, 4511671.955), (584266.628, 4512140.875), (584162.417, 4511534.381)]
distances = [
{0.0000, 422.7808, 268.0334, 532.4689, 468.9402, 327.2914, 397.9628, 480.5168, 345.8022, 366.0383, 356.3698}
{422.7808, 0.0000, 645.8726, 713.2943, 248.1386, 723.3470, 714.6151, 191.9594, 702.5525, 582.8508, 161.2313}
{268.0334, 645.8726, 0.0000, 725.4088, 599.1875, 84.8135, 522.7736, 637.9374, 82.9007, 570.7963, 530.1292}
{532.4689, 713.2943, 725.4088, 0.0000, 899.3802, 733.4785, 241.1815, 874.8473, 806.4369, 166.5843, 766.3049}
{468.9402, 248.1386, 599.1875, 899.3802, 0.0000, 683.9054, 842.8094, 70.0301, 629.6480, 747.9583, 133.0780}
{327.2914, 723.3470, 84.8135, 733.4785, 683.9054, 0.0000, 514.7780, 721.9636, 102.1001, 588.1341, 612.6123}
{397.9628, 714.6151, 522.7736, 241.1815, 842.8094, 514.7780, 0.0000, 837.0007, 598.8968, 174.9520, 715.1957}
{480.5168, 191.9594, 637.9374, 874.8473, 70.0301, 721.9636, 837.0007, 0.0000, 675.0640, 729.6528, 124.6948}
{345.8022, 702.5525, 82.9007, 806.4369, 629.6480, 102.1001, 598.8968, 675.0640, 0.0000, 653.1018, 575.4909}
{366.0383, 582.8508, 570.7963, 166.5843, 747.9583, 588.1341, 174.9520, 729.6528, 653.1018, 0.0000, 615.3828}
{356.3698, 161.2313, 530.1292, 766.3049, 133.0780, 612.6123, 715.1957, 124.6948, 575.4909, 615.3828, 0.0000}
]
