20 2 [30, 30]
capacities = [100000, 34, 36, 47, 41, 39, 49, 44, 44, 34, 48, 42, 46, 30, 35, 22, 49, 26, 40, 37, 23]
initial     = [50000, 1, 3, 2, 6, 35, 9, 36, 5, 7, 40, 36, 9, 30, 2, 4, 7, 2, 34, 5, 15]
target      = [0, 30, 27, 37, 34, 9, 33, 12, 35, 26, 8, 11, 30, 4, 32, 18, 32, 21, 12, 37, 6]
weights    = [0.000000, 0.191282, 0.179915, 0.188254, 0.170362, 0.472222, 0.156294, 0.342308, 0.175275, 0.156805, 0.634615, 0.382168, 0.152308, 1.000000, 0.187019, 0.163675, 0.164183, 0.182234, 0.317949, 0.176403, 0.269231]
min_ratio  = [0.0000, 0.0233, 0.0778, 0.0378, 0.1235, 0.7000, 0.1909, 0.7000, 0.1000, 0.1885, 0.7000, 0.7000, 0.2100, 0.7000, 0.0437, 0.1556, 0.1531, 0.0667, 0.7000, 0.0946, 0.7000]
points = [(584400.000, 4511800.000), (584186.617, 4511469.619), (584638.563, 4511743.328), (584258.621, 4512140.337), (584067.082, 4511574.679), (584680.677, 4511697.179), (584246.972, 4512257.734), (584038.737, 4511496.763), (584685.080, 4511736.883), (584367.169, 4512227.751), (584057.431, 4511418.734), (584627.403, 4511763.783), (584280.305, 4512192.005), (584108.844, 4511423.920), (584635.142, 4511772.368), (584260.097, 4512216.459), (584051.242, 4511539.263), (584707.105, 4511834.981), (584248.008, 4512300.696), (584110.541, 4511478.203), (584619.001, 4511828.437)]
distances = [
{0.0000, 393.2987, 245.2022, 368.5341, 401.9996, 298.9174, 482.6366, 471.6602, 291.9832, 429.0090, 512.5596, 230.2688, 409.8715, 475.6135, 236.7596, 439.3299, 435.4495, 309.0904, 523.2576, 432.8281, 220.8396}
{393.2987, 0.0000, 528.3672, 674.5722, 159.1426, 543.9468, 790.4229, 150.3507, 565.5926, 779.3351, 138.8465, 529.9284, 728.4358, 90.2062, 541.1386, 750.4461, 152.2393, 635.9215, 833.3420, 76.5593, 561.8774}
{245.2022, 528.3672, 0.0000, 549.5199, 595.8465, 62.4764, 646.4961, 648.5256, 46.9608, 555.2659, 665.6396, 23.3012, 574.1601, 618.5666, 29.2406, 605.8788, 621.7630, 114.4468, 680.5826, 590.8463, 87.3283}
{368.5341, 674.5722, 549.5199, 0.0000, 597.2068, 611.9805, 117.9734, 680.1003, 587.0622, 139.3692, 749.1255, 527.0608, 56.0330, 731.9063, 526.4684, 76.1360, 635.8434, 542.5679, 160.7101, 678.4910, 476.6080}
{401.9996, 159.1426, 595.8465, 597.2068, 0.0000, 625.7030, 706.3455, 82.9118, 638.9296, 718.7173, 156.2440, 591.3706, 653.1113, 156.4365, 601.4751, 670.1759, 38.7977, 690.9308, 748.2213, 105.8132, 607.4598}
{298.9174, 543.9468, 62.4764, 611.9805, 625.7030, 0.0000, 708.7468, 672.4972, 39.9478, 616.2741, 682.6174, 85.2889, 636.5143, 633.7693, 87.9025, 668.2356, 648.9420, 140.3131, 742.5871, 610.7417, 145.0264}
{482.6366, 790.4229, 646.4961, 117.9734, 706.3455, 708.7468, 0.0000, 788.9476, 680.6057, 123.8803, 860.1437, 623.4706, 73.6982, 845.1776, 621.4949, 43.3119, 744.6553, 624.8540, 42.9750, 791.3803, 568.0682}
{471.6602, 150.3507, 648.5256, 680.1003, 82.9118, 672.4972, 788.9476, 0.0000, 689.5043, 801.3803, 80.2375, 646.3949, 736.0133, 101.0989, 657.0053, 752.9688, 44.3009, 749.0699, 830.7244, 74.1636, 668.3664}
{291.9832, 565.5926, 46.9608, 587.0622, 638.9296, 39.9478, 680.6057, 689.5043, 0.0000, 584.8234, 703.6773, 63.6413, 609.0800, 655.7394, 61.2617, 640.7830, 663.9310, 100.5395, 713.3842, 630.0878, 112.9094}
{429.0090, 779.3351, 555.2659, 139.3692, 718.7173, 616.2741, 123.8803, 801.3803, 584.8234, 0.0000, 866.2830, 531.9663, 93.9319, 844.3199, 528.3776, 107.6655, 757.5131, 519.4466, 139.7153, 792.2630, 472.0920}
{512.5596, 138.8465, 665.6396, 749.1255, 156.2440, 682.6174, 860.1437, 80.2375, 703.6773, 866.2830, 0.0000, 666.2779, 804.7487, 51.6731, 677.3525, 823.0668, 120.6877, 771.5807, 902.3181, 79.7319, 695.1385}
{230.2688, 529.9284, 23.3012, 527.0608, 591.3706, 85.2889, 623.4706, 646.3949, 63.6413, 531.9663, 666.2779, 0.0000, 551.2269, 620.0083, 11.5584, 582.9485, 618.3613, 106.8715, 657.4319, 590.5102, 65.1981}
{409.8715, 728.4358, 574.1601, 56.0330, 653.1113, 636.5143, 73.6982, 736.0133, 609.0800, 93.9319, 804.7487, 551.2269, 0.0000, 786.9898, 549.5491, 31.7229, 691.7673, 556.4390, 113.3886, 733.7119, 496.8869}
{475.6135, 90.2062, 618.5666, 731.9063, 156.4365, 633.7693, 845.1776, 101.0989, 655.7394, 844.3199, 51.6731, 620.0083, 786.9898, 0.0000, 631.1938, 806.8429, 128.9258, 725.8698, 887.7521, 54.3090, 651.0721}
{236.7596, 541.1386, 29.2406, 526.4684, 601.4751, 87.9025, 621.4949, 657.0053, 61.2617, 528.3776, 677.3525, 11.5584, 549.5491, 631.1938, 0.0000, 581.2701, 628.7106, 95.3887, 654.9834, 601.4476, 58.3462}
{439.3299, 750.4461, 605.8788, 76.1360, 670.1759, 668.2356, 43.3119, 752.9688, 640.7830, 107.6655, 823.0668, 582.9485, 31.7229, 806.8429, 581.2701, 0.0000, 708.6715, 587.6573, 85.1007, 753.2526, 528.5572}
{435.4495, 152.2393, 621.7630, 635.8434, 38.7977, 648.9420, 744.6553, 44.3009, 663.9310, 757.5131, 120.6877, 618.3613, 691.7673, 128.9258, 628.7106, 708.6715, 0.0000, 719.4477, 786.4468, 85.1158, 637.1597}
{309.0904, 635.9215, 114.4468, 542.5679, 690.9308, 140.3131, 624.8540, 749.0699, 100.5395, 519.4466, 771.5807, 106.8715, 556.4390, 725.8698, 95.3887, 587.6573, 719.4477, 0.0000, 653.9578, 695.1106, 88.3462}
{523.2576, 833.3420, 680.5826, 160.7101, 748.2213, 742.5871, 42.9750, 830.7244, 713.3842, 139.7153, 902.3181, 657.4319, 113.3886, 887.7521, 654.9834, 85.1007, 786.4468, 653.9578, 0.0000, 833.9026, 600.5535}
{432.8281, 76.5593, 590.8463, 678.4910, 105.8132, 610.7417, 791.3803, 74.1636, 630.0878, 792.2630, 79.7319, 590.5102, 733.7119, 54.3090, 601.4476, 753.2526, 85.1158, 695.1106, 833.9026, 0.0000, 617.4108}
