50 3 [20, 20, 20]
capacities = [100000, 22, 26, 20, 25, 31, 22, 41, 48, 28, 40, 35, 34, 37, 41, 41, 32, 37, 44, 27, 39, 28, 39, 50, 24, 28, 34, 47, 43, 40, 26, 30, 40, 29, 32, 25, 26, 37, 28, 44, 26, 28, 42, 41, 20, 34, 33, 30, 40, 22, 32]
initial     = [50000, 15, 10, 3, 20, 25, 7, 17, 19, 6, 25, 15, 11, 8, 25, 10, 18, 22, 17, 8, 21, 11, 10, 32, 16, 9, 18, 28, 14, 22, 17, 16, 14, 2, 15, 12, 16, 30, 8, 21, 21, 9, 33, 28, 16, 8, 10, 11, 14, 14, 18]
target      = [0, 8, 20, 8, 24, 17, 22, 28, 12, 8, 27, 11, 25, 19, 12, 9, 14, 12, 32, 4, 7, 22, 12, 17, 22, 25, 17, 32, 10, 10, 15, 13, 9, 24, 19, 4, 25, 19, 6, 30, 4, 25, 33, 11, 1, 14, 17, 17, 17, 13, 19]
weights    = [0.000000, 0.105417, 0.081667, 0.089583, 0.060556, 0.079804, 0.093182, 0.074881, 0.086944, 0.065833, 0.054691, 0.073030, 0.085467, 0.086667, 0.118611, 0.057037, 0.068095, 0.102778, 0.079687, 0.113333, 0.176667, 0.081667, 0.060556, 0.105882, 0.067273, 0.090533, 0.053725, 0.057917, 0.075333, 0.126000, 0.058444, 0.064615, 0.085185, 0.108056, 0.063333, 0.176667, 0.072800, 0.086667, 0.071111, 0.069000, 0.319167, 0.090533, 0.050000, 0.147879, 1.000000, 0.077143, 0.076078, 0.072353, 0.061176, 0.054872, 0.053333]
min_ratio  = [0.0000, 0.7000, 0.3500, 0.2625, 0.5833, 0.7000, 0.2227, 0.4250, 0.7000, 0.5250, 0.6481, 0.7000, 0.3080, 0.2947, 0.7000, 0.7000, 0.7000, 0.7000, 0.3719, 0.7000, 0.7000, 0.3500, 0.5833, 0.7000, 0.5091, 0.2520, 0.7000, 0.6125, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.0583, 0.5526, 0.7000, 0.4480, 0.7000, 0.7000, 0.4900, 0.7000, 0.2520, 0.7000, 0.7000, 0.7000, 0.4000, 0.4118, 0.4529, 0.5765, 0.7000, 0.6632]
points = [(584400.000, 4511800.000), (584183.799, 4511430.205), (584766.245, 4511820.777), (584399.389, 4512185.987), (584182.469, 4511436.462), (584710.142, 4511767.136), (584371.868, 4512224.329), (584075.284, 4511488.669), (584631.749, 4511700.054), (584279.466, 4512144.695), (584048.808, 4511562.141), (584723.519, 4511762.627), (584359.966, 4512179.960), (584090.800, 4511482.481), (584731.615, 4511803.082), (584403.517, 4512184.631), (584133.428, 4511468.261), (584619.393, 4511682.056), (584276.724, 4512276.634), (584102.119, 4511478.183), (584775.908, 4511778.938), (584388.215, 4512166.660), (584164.202, 4511432.951), (584720.345, 4511711.249), (584370.427, 4512213.528), (584125.305, 4511469.448), (584748.028, 4511787.483), (584292.233, 4512187.700), (584072.221, 4511430.830), (584721.411, 4511680.619), (584350.769, 4512301.622), (584059.985, 4511538.182), (584722.391, 4511812.240), (584383.614, 4512226.843), (584038.180, 4511579.139), (584625.082, 4511816.131), (584260.315, 4512144.701), (584136.781, 4511581.408), (584687.534, 4511685.277), (584282.693, 4512184.552), (584118.032, 4511543.531), (584646.408, 4511798.905), (584317.700, 4512177.626), (584125.405, 4511529.095), (584694.239, 4511784.461), (584262.333, 4512192.207), (584075.108, 4511493.733), (584781.592, 4511701.059), (584358.086, 4512189.824), (584058.777, 4511425.304), (584765.632, 4511734.141)]
distances = [
{0.0000, 428.3589, 366.8344, 385.9873, 423.6505, 311.8784, 425.2610, 449.8528, 252.3817, 365.1620, 424.1614, 325.6708, 382.0631, 443.1960, 331.6296, 384.6473, 425.5717, 249.0861, 492.3182, 438.5194, 376.4972, 366.8492, 436.2633, 332.4118, 414.5845, 429.7930, 348.2528, 402.3995, 493.6857, 342.8659, 504.0322, 429.1373, 322.6233, 427.1574, 423.9024, 225.6589, 371.9286, 342.1503, 309.5758, 402.0460, 381.1596, 246.4107, 386.4907, 385.7358, 294.6490, 415.6664, 446.4907, 394.2107, 392.0705, 506.7840, 371.5164}
{428.3589, 0.0000, 701.2776, 785.9298, 6.3973, 624.9477, 816.0906, 123.2626, 522.9508, 720.8668, 188.7591, 633.8791, 770.1737, 106.6850, 662.6764, 785.7705, 63.1313, 503.1611, 851.5151, 94.7286, 687.1736, 764.2982, 19.7886, 605.6953, 805.2489, 70.4392, 667.8338, 765.2172, 111.5801, 593.0715, 887.2695, 164.2832, 660.3274, 821.3150, 208.2935, 586.2331, 718.5818, 158.3446, 564.6333, 760.8019, 131.0274, 591.5633, 759.3211, 114.8440, 621.3261, 766.0386, 125.8955, 656.2914, 779.3568, 125.1184, 656.4349}
{366.8344, 701.2776, 0.0000, 517.6503, 698.9230, 77.6204, 564.2592, 766.6314, 180.7300, 584.7028, 762.6333, 72.1588, 542.2870, 755.4273, 38.8890, 513.7722, 724.3793, 202.0126, 668.9076, 747.2847, 42.9397, 512.3888, 716.1461, 118.7574, 557.6075, 730.9153, 37.9519, 599.4339, 796.0708, 147.1544, 635.4784, 760.6994, 44.6776, 557.9397, 767.1167, 141.2403, 600.7436, 673.4413, 156.7025, 605.1075, 705.0154, 121.8168, 573.1796, 704.0988, 80.6461, 626.0097, 764.6100, 120.6981, 550.2629, 810.5001, 86.6383}
