12 3 [20, 20, 20]
capacities = [100000, 46, 32, 37, 34, 37, 23, 25, 24, 46, 22, 48, 20]
initial     = [50000, 41, 24, 9, 31, 9, 17, 21, 22, 1, 0, 12, 16]
target      = [0, 12, 1, 25, 8, 37, 6, 5, 5, 42, 17, 42, 6]
weights    = [0.000000, 0.149819, 1.000000, 0.076435, 0.168750, 0.081257, 0.125725, 0.182174, 0.190435, 0.090321, 0.091304, 0.079503, 0.118841]
min_ratio  = [0.0000, 0.7000, 0.7000, 0.2520, 0.7000, 0.1703, 0.7000, 0.7000, 0.7000, 0.0167, 0.0000, 0.2000, 0.7000]
points = [(584400.000, 4511800.000), (584056.970, 4511429.158), (584692.956, 4511831.120), (584325.019, 4512154.390), (584082.416, 4511426.623), (584759.706, 4511724.153), (584316.325, 4512287.620), (584049.822, 4511429.468), (584708.629, 4511708.414), (584314.439, 4512295.107), (584057.677, 4511496.854), (584728.294, 4511808.918), (584253.635, 4512218.333)]
distances = [
{0.0000, 505.1670, 294.6044, 362.2350, 490.1733, 367.6160, 494.7472, 509.8222, 321.9317, 502.4459, 457.2553, 328.4154, 443.1988}
{505.1670, 0.0000, 752.3642, 773.1832, 25.5721, 762.1420, 896.7846, 7.1551, 708.9736, 903.4152, 67.7004, 771.2941, 813.3113}
{294.6044, 752.3642, 0.0000, 489.7765, 732.3774, 126.0854, 591.8141, 758.2518, 123.7028, 598.7987, 717.8531, 41.7334, 585.6083}
{362.2350, 773.1832, 489.7765, 0.0000, 767.1381, 611.6018, 133.5136, 775.4000, 588.2611, 141.1146, 709.8063, 531.0189, 95.8355}
{490.1733, 25.5721, 732.3774, 767.1381, 0.0000, 739.7607, 892.2046, 32.7185, 686.6940, 898.9435, 74.4612, 750.5387, 810.0129}
{367.6160, 762.1420, 126.0854, 611.6018, 739.7607, 0.0000, 716.9957, 768.6190, 53.4471, 724.0528, 737.9091, 90.3989, 707.3346}
{494.7472, 896.7846, 591.8141, 133.5136, 892.2046, 716.9957, 0.0000, 898.5813, 699.5590, 7.7211, 831.9910, 631.5649, 93.4378}
{509.8222, 7.1551, 758.2518, 775.4000, 32.7185, 768.6190, 898.5813, 0.0000, 715.4284, 905.1813, 67.8424, 777.3722, 814.7686}
{321.9317, 708.9736, 123.7028, 588.2611, 686.6940, 53.4471, 699.5590, 715.4284, 0.0000, 706.8206, 684.4678, 102.4105, 683.4011}
{502.4459, 903.4152, 598.7987, 141.1146, 898.9435, 724.0528, 7.7211, 905.1813, 706.8206, 0.0000, 838.5311, 638.4794, 97.9353}
{457.2553, 67.7004, 717.8531, 709.8063, 74.4612, 737.9091, 831.9910, 67.8424, 684.4678, 838.5311, 0.0000, 739.6699, 747.6171}
{328.4154, 771.2941, 41.7334, 531.0189, 750.5387, 90.3989, 631.5649, 777.3722, 102.4105, 638.4794, 739.6699, 0.0000, 626.8345}
{443.1988, 813.3113, 585.6083, 95.8355, 810.0129, 707.3346, 93.4378, 814.7686, 683.4011, 97.9353, 747.6171, 626.8345, 0.0000}
]
