12 3 [20, 20, 20]
capacities = [100000, 42, 22, 49, 26, 30, 38, 46, 32, 23, 38, 30, 37]
initial     = [50000, 9, 12, 44, 0, 30, 14, 6, 24, 17, 4, 25, 5]
target      = [0, 31, 5, 17, 15, 12, 24, 18, 21, 14, 34, 8, 29]
weights    = [0.000000, 0.367268, 0.675882, 0.760035, 0.497059, 0.720588, 0.236275, 0.348039, 0.113866, 0.145798, 0.444464, 1.000000, 0.419980]
min_ratio  = [0.0000, 0.2032, 0.7000, 0.7000, 0.0000, 0.7000, 0.4083, 0.2333, 0.7000, 0.7000, 0.0824, 0.7000, 0.1207]
points = [(584400.000, 4511800.000), (584023.590, 4511525.968), (584698.065, 4511854.926), (584291.542, 4512287.996), (584056.346, 4511605.448), (584812.516, 4511673.101), (584390.169, 4512286.316), (584029.907, 4511470.349), (584660.574, 4511722.408), (584233.029, 4512304.966), (584144.832, 4511487.254), (584652.637, 4511854.655), (584338.766, 4512200.210)]
distances = [
{0.0000, 465.5948, 303.0839, 499.9034, 394.9033, 431.5930, 486.4154, 495.6195, 271.8813, 531.8556, 403.6349, 258.4815, 404.8673}
{465.5948, 0.0000, 750.4205, 807.7662, 85.9653, 802.5288, 844.1029, 55.9766, 666.5871, 806.6622, 127.2729, 709.7438, 744.2708}
{303.0839, 750.4205, 0.0000, 593.9791, 688.5077, 214.8466, 529.9982, 770.9312, 137.7187, 647.1441, 664.2668, 45.4292, 498.3142}
{499.9034, 807.7662, 593.9791, 0.0000, 721.9349, 805.9215, 98.6405, 858.4873, 675.3328, 60.9246, 814.0718, 564.0689, 99.6823}
{394.9033, 85.9653, 688.5077, 721.9349, 0.0000, 759.1898, 758.3002, 137.6615, 615.4441, 721.4870, 147.6464, 646.2718, 658.4098}
{431.5930, 802.5288, 214.8466, 805.9215, 759.1898, 0.0000, 744.5869, 808.4458, 159.7416, 857.3556, 693.0665, 241.9156, 708.7187}
{486.4154, 844.1029, 529.9982, 98.6405, 758.3002, 744.5869, 0.0000, 891.9590, 625.3888, 158.2425, 835.8773, 505.1937, 100.2818}
{495.6195, 55.9766, 770.9312, 858.4873, 137.6615, 808.4458, 891.9590, 0.0000, 679.1724, 858.9791, 116.1612, 731.7678, 792.5221}
{271.8813, 666.5871, 137.7187, 675.3328, 615.4441, 159.7416, 625.3888, 679.1724, 0.0000, 722.6126, 566.8229, 132.4850, 576.0683}
{531.8556, 806.6622, 647.1441, 60.9246, 721.4870, 857.3556, 158.2425, 858.9791, 722.6126, 0.0000, 822.4554, 615.5087, 148.8433}
{403.6349, 127.2729, 664.2668, 814.0718, 147.6464, 693.0665, 835.8773, 116.1612, 566.8229, 822.4554, 0.0000, 626.7777, 738.8622}
{258.4815, 709.7438, 45.4292, 564.0689, 646.2718, 241.9156, 505.1937, 731.7678, 132.4850, 615.5087, 626.7777, 0.0000, 466.8220}
{404.8673, 744.2708, 498.3142, 99.6823, 658.4098, 708.7187, 100.2818, 792.5221, 576.0683, 148.8433, 738.8622, 466.8220, 0.0000}
]
