50 3 [30, 30, 30]
capacities = [100000, 48, 43, 24, 44, 42, 36, 29, 36, 48, 22, 45, 40, 40, 33, 37, 48, 39, 45, 27, 49, 39, 25, 46, 31, 28, 44, 45, 48, 39, 47, 22, 30, 43, 46, 24, 44, 29, 39, 43, 50, 32, 25, 34, 30, 26, 28, 42, 43, 29, 21]
initial     = [50000, 39, 3, 13, 30, 18, 14, 20, 2, 17, 4, 11, 25, 37, 16, 16, 44, 19, 38, 6, 31, 35, 18, 22, 23, 24, 9, 5, 7, 0, 14, 14, 28, 22, 23, 18, 32, 6, 32, 12, 21, 24, 14, 10, 0, 14, 7, 33, 40, 20, 18]
target      = [0, 44, 1, 14, 20, 17, 19, 11, 10, 21, 17, 8, 31, 16, 22, 37, 24, 7, 43, 8, 27, 37, 14, 8, 8, 21, 26, 21, 35, 27, 43, 11, 10, 12, 34, 3, 8, 12, 6, 42, 1, 31, 8, 31, 8, 8, 8, 11, 13, 1, 5]
weights    = [0.000000, 0.055398, 0.145000, 0.053393, 0.073750, 0.052794, 0.062500, 0.088864, 0.088000, 0.059048, 0.086324, 0.067812, 0.059194, 0.112344, 0.062955, 0.076959, 0.089583, 0.131429, 0.055523, 0.061875, 0.057037, 0.052568, 0.063571, 0.133125, 0.139063, 0.056786, 0.081058, 0.086190, 0.088000, 0.097500, 0.082035, 0.062955, 0.135500, 0.089583, 0.065368, 0.287500, 0.192500, 0.073750, 0.255833, 0.083929, 1.000000, 0.060726, 0.085625, 0.082177, 0.097500, 0.085625, 0.055938, 0.145000, 0.148654, 0.952500, 0.173500]
min_ratio  = [0.0000, 0.6205, 0.7000, 0.6500, 0.7000, 0.7000, 0.5158, 0.7000, 0.1400, 0.5667, 0.1647, 0.7000, 0.5645, 0.7000, 0.5091, 0.3027, 0.7000, 0.7000, 0.6186, 0.5250, 0.7000, 0.6622, 0.7000, 0.7000, 0.7000, 0.7000, 0.2423, 0.1667, 0.1400, 0.0000, 0.2279, 0.7000, 0.7000, 0.7000, 0.4735, 0.7000, 0.7000, 0.3500, 0.7000, 0.2000, 0.7000, 0.5419, 0.7000, 0.2258, 0.0000, 0.7000, 0.6125, 0.7000, 0.7000, 0.7000, 0.7000]
points = [(584400.000, 4511800.000), (584167.623, 4511491.614), (584698.322, 4511803.128), (584409.569, 4512197.947), (584056.021, 4511417.525), (584669.770, 4511713.641), (584312.809, 4512215.063), (584048.290, 4511517.478), (584647.499, 4511793.914), (584290.073, 4512143.169), (584045.583, 4511398.466), (584804.980, 4511848.195), (584400.805, 4512264.194), (584126.958, 4511545.775), (584693.304, 4511732.987), (584302.666, 4512315.014), (584165.329, 4511425.110), (584623.087, 4511754.691), (584375.495, 4512232.899), (584007.238, 4511422.175), (584646.048, 4511661.693), (584314.305, 4512155.877), (584173.179, 4511497.807), (584727.630, 4511799.110), (584240.661, 4512207.360), (584048.557, 4511559.013), (584769.673, 4511793.763), (584392.890, 4512249.620), (584066.078, 4511521.127), (584710.120, 4511748.991), (584220.335, 4512236.978), (584081.072, 4511591.998), (584678.789, 4511860.479), (584319.212, 4512198.097), (584210.371, 4511386.180), (584639.044, 4511717.845), (584246.522, 4512117.703), (584040.837, 4511552.317), (584600.086, 4511702.234), (584219.706, 4512328.684), (584222.879, 4511514.885), (584766.486, 4511825.184), (584316.273, 4512274.887), (584103.200, 4511415.935), (584810.148, 4511654.383), (584275.694, 4512119.864), (584083.445, 4511403.531), (584589.590, 4511679.965), (584253.645, 4512159.204), (584108.909, 4511562.131), (584696.320, 4511874.524)]
distances = [
{0.0000, 386.1360, 298.3388, 398.0623, 514.4010, 283.2556, 424.1217, 451.1304, 247.5743, 360.3456, 535.5747, 407.8376, 464.1945, 373.0715, 300.8622, 524.1306, 442.2818, 227.6418, 433.5918, 544.9893, 282.2557, 366.0494, 377.8470, 327.6310, 437.4143, 426.1304, 369.7252, 449.6767, 435.0565, 314.2869, 472.4710, 380.7627, 285.2732, 406.2118, 455.1989, 252.7677, 352.8321, 436.2858, 222.6942, 558.5808, 335.6525, 367.3503, 482.2119, 485.3822, 435.2311, 343.1693, 507.3412, 224.3945, 387.8754, 375.9194, 305.5471}
{386.1360, 0.0000, 615.3721, 746.6222, 133.9556, 549.0425, 737.8734, 122.1039, 567.1565, 662.9619, 153.5256, 730.3243, 807.0030, 67.7283, 578.4478, 834.4003, 66.5438, 525.9819, 769.8794, 174.7714, 507.7568, 680.2654, 8.3201, 638.8752, 719.4631, 136.8187, 673.6151, 790.7714, 105.7467, 600.4545, 747.2253, 132.5448, 630.3583, 722.5631, 113.7705, 522.8939, 631.0404, 140.5690, 481.0250, 838.6886, 59.9560, 685.4968, 797.2541, 99.3860, 662.8214, 637.4775, 121.8385, 462.0958, 673.1095, 91.7608, 652.7938}
{298.3388, 615.3721, 0.0000, 489.1430, 749.1597, 93.9315, 564.1902, 710.0268, 51.6515, 531.3147, 767.9968, 115.7879, 548.7240, 626.6483, 70.3198, 646.9704, 653.4368, 89.4791, 537.5130, 789.1276, 150.7862, 521.4418, 607.4509, 29.5815, 610.6209, 694.1091, 71.9622, 540.9660, 692.2843, 55.4076, 645.5210, 652.3607, 60.5863, 547.4720, 641.8270, 103.8613, 550.5279, 703.7001, 140.8190, 710.8324, 555.9953, 71.6432, 607.0576, 709.9921, 186.0920, 528.1448, 733.3160, 164.2918, 569.6738, 636.7789, 71.4237}
{398.0623, 746.6222, 489.1430, 0.0000, 856.7700, 549.7791, 98.2617, 770.4291, 468.8860, 131.4527, 878.4389, 527.8984, 66.8236, 710.7725, 544.6957, 158.5329, 810.5129, 492.0025, 48.8119, 873.8948, 586.0809, 104.1403, 738.9698, 510.1310, 169.1703, 733.8713, 541.3317, 54.2981, 758.9942, 540.2710, 193.2169, 689.2642, 431.6991, 90.3574, 835.8504, 532.1253, 181.7239, 743.5067, 531.0637, 230.5211, 708.1154, 516.0834, 120.9296, 839.8837, 675.2233, 154.9825, 858.7518, 548.3734, 160.6652, 703.3194, 432.2371}
{514.4010, 133.9556, 749.1597, 856.7700, 0.0000, 681.4486, 837.8582, 100.2517, 701.0812, 762.4565, 21.7296, 863.9533, 914.1796, 146.5609, 711.0879, 930.7630, 109.5706, 659.7305, 875.7273, 49.0044, 638.5523, 782.2238, 142.0250, 772.4411, 811.1296, 141.6845, 806.7544, 897.6992, 104.0886, 733.2901, 835.7642, 176.2621, 764.2298, 823.7487, 157.5004, 655.8256, 725.6302, 135.6445, 614.0566, 925.7446, 193.1846, 819.1129, 895.9917, 47.2053, 790.4485, 735.8914, 30.7877, 594.6180, 767.5565, 153.9745, 786.6571}
{283.2556, 549.0425, 93.9315, 549.7791, 681.4486, 0.0000, 615.5034, 651.7036, 83.3046, 573.2921, 699.2453, 190.7521, 612.7398, 568.1762, 30.4653, 704.5665, 581.1291, 62.1639, 596.8467, 723.8099, 57.1083, 567.3872, 541.4676, 103.2120, 654.1355, 640.1685, 128.0623, 603.2711, 633.6448, 53.6442, 689.8353, 601.1347, 147.1144, 597.9872, 564.1614, 31.0122, 585.1535, 649.2941, 70.6114, 762.1254, 489.0971, 147.6341, 663.2930, 640.0237, 152.3734, 565.9623, 663.2840, 86.9648, 609.6608, 580.9648, 163.0583}
{424.1217, 737.8734, 564.1902, 98.2617, 837.8582, 615.5034, 0.0000, 746.0528, 537.9442, 75.4028, 859.2083, 613.8599, 100.7830, 694.6124, 614.1440, 100.4644, 803.6020, 555.1709, 65.1744, 849.7317, 645.9611, 59.2045, 730.7201, 587.4457, 72.5586, 707.2700, 621.4643, 87.2196, 736.4940, 612.4366, 95.0353, 664.7646, 509.5787, 18.1335, 835.1886, 594.6888, 117.7837, 716.3806, 587.8107, 146.8945, 705.9294, 598.1870, 59.9249, 826.1601, 749.4720, 102.1779, 843.3221, 602.4428, 81.3670, 684.0281, 512.8811}
{451.1304, 122.1039, 710.0268, 770.4291, 100.2517, 651.7036, 746.0528, 0.0000, 659.9006, 670.7822, 119.0423, 825.8047, 825.7432, 83.6024, 680.0645, 837.1204, 149.0977, 621.8213, 786.6959, 103.7682, 614.9084, 691.6047, 126.4285, 735.4043, 716.2010, 41.5355, 772.4805, 809.1861, 18.1586, 701.1541, 739.7833, 81.4116, 717.7591, 732.5577, 208.5894, 623.8086, 632.1119, 35.6271, 581.9053, 829.1189, 174.6080, 781.3377, 803.4200, 115.4384, 774.0614, 643.8800, 119.2471, 565.1621, 673.7826, 75.2902, 739.8810}
{247.5743, 567.1565, 51.6515, 468.8860, 701.0812, 83.3046, 537.9442, 659.9006, 0.0000, 499.7327, 720.1954, 166.5729, 531.0567, 576.6597, 76.2240, 624.8640, 607.0458, 46.1996, 516.4243, 740.3539, 132.2287, 491.9718, 559.1593, 80.2987, 580.0480, 643.3589, 122.1732, 522.0099, 642.2332, 77.0673, 615.4469, 601.3406, 73.5523, 520.7082, 597.7691, 76.5376, 515.3856, 652.9999, 103.2145, 684.8258, 508.0944, 123.0270, 583.9921, 662.6685, 214.2979, 494.4525, 685.9712, 127.8194, 537.1763, 586.3468, 94.2409}
{360.3456, 662.9619, 531.3147, 131.4527, 762.4565, 573.2921, 75.4028, 670.7822, 499.7327, 0.0000, 783.8096, 593.4128, 164.0383, 619.2627, 575.1906, 172.3053, 728.8146, 511.6774, 123.8884, 774.4856, 598.7796, 27.3613, 655.8631, 556.6257, 81.0067, 632.1147, 593.3805, 147.9974, 661.1436, 576.0344, 116.8907, 589.4672, 480.6385, 62.1780, 761.1735, 550.1650, 50.4508, 641.2687, 539.0102, 198.4118, 631.8673, 572.7857, 134.2985, 750.8600, 713.7159, 27.3844, 767.9587, 551.6055, 39.8013, 608.6259, 487.0385}
{535.5747, 153.5256, 767.9968, 878.4389, 21.7296, 699.2453, 859.2083, 119.0423, 720.1954, 783.8096, 0.0000, 882.5749, 935.7705, 168.2903, 729.0037, 951.9193, 122.6740, 678.5324, 897.2844, 45.0829, 655.6260, 803.6677, 161.7070, 791.0137, 832.0841, 160.5737, 824.9630, 919.2852, 124.3605, 751.3161, 856.5273, 196.7583, 783.8394, 845.1517, 165.2453, 673.9420, 746.7776, 153.9235, 632.2561, 946.3735, 212.1010, 837.7281, 917.2711, 60.2065, 806.2583, 757.2088, 38.1986, 612.5234, 788.6769, 175.4888, 806.2802}
{407.8376, 730.3243, 115.7879, 527.8984, 863.9533, 190.7521, 613.8599, 825.8047, 166.5729, 593.4128, 882.5749, 0.0000, 580.0105, 742.4094, 160.4499, 685.7396, 766.9120, 204.5189, 576.5883, 904.3696, 245.0354, 579.1638, 722.4570, 91.6096, 668.9216, 809.8161, 64.8805, 575.2915, 808.0528, 137.2583, 702.1122, 767.9063, 126.7878, 598.6672, 753.0053, 211.0115, 620.0887, 819.4259, 251.5672, 757.2420, 670.7737, 44.8472, 648.7691, 824.2228, 193.8811, 594.9355, 847.5488, 273.3019, 633.0063, 752.5602, 111.8047}
