50 3 [30, 30, 30]
capacities = [100000, 49, 38, 25, 25, 22, 32, 37, 28, 39, 37, 43, 38, 36, 42, 23, 48, 49, 22, 23, 35, 21, 46, 41, 48, 35, 21, 43, 42, 21, 29, 22, 22, 34, 41, 42, 27, 25, 39, 27, 33, 28, 21, 24, 32, 36, 38, 28, 40, 41, 27]
initial     = [50000, 46, 38, 2, 0, 4, 26, 3, 21, 31, 2, 3, 2, 36, 6, 1, 5, 41, 17, 17, 5, 14, 45, 34, 48, 29, 4, 8, 1, 18, 4, 5, 14, 2, 34, 40, 22, 22, 34, 23, 6, 23, 1, 0, 4, 6, 8, 7, 2, 1, 20]
target      = [0, 4, 11, 23, 24, 16, 9, 36, 1, 9, 30, 41, 36, 3, 39, 18, 35, 11, 5, 7, 28, 1, 3, 8, 12, 9, 16, 43, 41, 5, 20, 22, 1, 29, 9, 7, 1, 3, 13, 1, 30, 1, 21, 21, 27, 34, 36, 22, 33, 36, 3]
weights    = [0.000000, 0.503409, 0.155992, 0.089427, 0.093182, 0.082386, 0.131566, 0.089583, 0.913636, 0.155556, 0.090303, 0.090022, 0.090783, 0.525000, 0.086538, 0.090783, 0.087013, 0.167769, 0.153636, 0.111688, 0.085471, 0.611364, 0.654545, 0.190341, 0.179545, 0.145960, 0.082386, 0.085148, 0.092129, 0.162273, 0.084545, 0.083368, 0.611364, 0.090204, 0.169949, 0.253571, 0.956818, 0.323485, 0.119755, 1.000000, 0.084545, 1.000000, 0.091126, 0.093182, 0.086785, 0.085561, 0.083586, 0.079442, 0.090565, 0.091982, 0.294697]
min_ratio  = [0.0000, 0.7000, 0.7000, 0.0609, 0.0000, 0.1750, 0.7000, 0.0583, 0.7000, 0.7000, 0.0467, 0.0512, 0.0389, 0.7000, 0.1077, 0.0389, 0.1000, 0.7000, 0.7000, 0.7000, 0.1250, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.1750, 0.1302, 0.0171, 0.7000, 0.1400, 0.1591, 0.7000, 0.0483, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.1400, 0.7000, 0.0333, 0.0000, 0.1037, 0.1235, 0.1556, 0.2227, 0.0424, 0.0194, 0.7000]
points = [(584400.000, 4511800.000), (584141.768, 4511534.985), (584728.791, 4511696.953), (584308.673, 4512142.118), (584054.264, 4511523.918), (584744.902, 4511734.458), (584287.198, 4512227.154), (584150.291, 4511422.493), (584719.873, 4511767.026), (584336.382, 4512275.230), (584111.574, 4511565.354), (584757.549, 4511745.267), (584363.617, 4512275.074), (584130.213, 4511429.500), (584761.034, 4511706.109), (584391.589, 4512267.473), (584201.660, 4511470.933), (584771.864, 4511697.190), (584334.768, 4512156.482), (584161.501, 4511449.887), (584695.228, 4511729.335), (584391.387, 4512272.676), (584151.844, 4511504.182), (584727.607, 4511783.662), (584335.382, 4512300.194), (584046.549, 4511506.592), (584725.310, 4511813.254), (584394.720, 4512198.207), (584099.946, 4511508.061), (584771.150, 4511819.521), (584274.513, 4512268.227), (584066.827, 4511580.482), (584652.288, 4511726.098), (584244.703, 4512199.897), (584146.482, 4511538.731), (584629.037, 4511772.504), (584252.743, 4512135.664), (584143.635, 4511579.895), (584763.770, 4511709.561), (584338.182, 4512253.445), (584111.901, 4511566.278), (584730.060, 4511835.941), (584236.819, 4512304.704), (584073.865, 4511513.306), (584670.621, 4511732.329), (584340.015, 4512191.031), (584127.739, 4511482.964), (584739.787, 4511779.990), (584331.179, 4512147.024), (584122.122, 4511491.093), (584661.874, 4511681.429)]
distances = [
{0.0000, 370.0227, 344.5607, 354.0980, 442.4416, 351.0745, 441.7971, 452.6212, 321.5679, 479.4688, 371.8174, 361.7141, 476.4654, 458.3176, 373.0427, 467.5487, 384.2186, 385.8149, 362.4014, 423.6279, 303.5678, 472.7541, 386.1217, 328.0138, 504.3502, 459.3652, 325.5797, 398.2421, 418.6415, 371.6626, 484.7511, 398.9892, 262.8887, 428.9931, 364.0510, 230.6820, 366.5447, 337.8892, 374.8441, 457.6396, 370.9807, 332.0112, 530.4280, 434.2322, 278.9531, 395.6050, 417.8969, 340.3757, 353.7819, 415.4988, 287.4667}
{370.0227, 0.0000, 608.9573, 629.6571, 88.2010, 635.2639, 707.2821, 112.8139, 622.9352, 765.4001, 42.8249, 650.6955, 772.6250, 106.1154, 642.4744, 773.9186, 87.6910, 650.6394, 650.7748, 87.3552, 586.5921, 778.7794, 32.4088, 636.4330, 789.3233, 99.3628, 646.4939, 709.8230, 49.7390, 690.7112, 745.1617, 87.6715, 545.1186, 672.8330, 6.0209, 542.0762, 610.8448, 44.9490, 646.0368, 744.8247, 43.2590, 660.8042, 775.5659, 71.2802, 564.4728, 685.3454, 53.8789, 646.2616, 640.6779, 48.0874, 540.3294}
{344.5607, 608.9573, 0.0000, 612.1041, 696.3670, 40.8195, 690.0127, 640.3044, 70.6389, 698.8480, 631.0898, 56.2255, 683.7957, 655.6111, 33.5180, 662.7203, 573.5429, 43.0744, 605.3277, 618.7558, 46.6373, 667.3070, 608.2996, 86.7174, 720.1876, 708.3020, 116.3532, 602.3781, 656.6014, 129.6817, 729.8784, 672.1321, 81.8670, 698.0649, 603.4217, 125.1347, 647.3709, 596.7489, 37.1826, 679.8966, 630.5779, 138.9944, 781.9190, 680.1869, 68.0828, 628.6972, 638.0082, 83.7623, 600.5487, 640.6439, 68.6938}
{354.0980, 629.6571, 612.1041, 0.0000, 668.5021, 597.0620, 87.7054, 736.8478, 556.5783, 135.9652, 609.5117, 599.1502, 143.8619, 734.6236, 628.2787, 150.2967, 679.6627, 642.2677, 29.7872, 707.7024, 565.5221, 154.5539, 656.9307, 551.3587, 160.3163, 687.4611, 530.7903, 102.7138, 667.5292, 563.8738, 130.6537, 611.4931, 539.5774, 86.2009, 624.8057, 489.1301, 56.3005, 585.9455, 627.8690, 115.1717, 608.5312, 520.8759, 177.7555, 671.2219, 546.7478, 58.0929, 683.5354, 563.0243, 23.0350, 677.2252, 580.5046}
{442.4416, 88.2010, 696.3670, 668.5021, 0.0000, 722.0166, 740.8097, 139.6715, 708.6159, 802.5336, 70.7205, 737.2957, 812.3639, 121.1730, 729.8745, 816.4942, 156.6302, 738.2229, 691.9680, 130.3082, 673.0760, 821.1515, 99.5553, 721.7042, 825.6098, 18.9665, 730.7649, 755.3649, 48.3559, 775.4392, 776.2128, 57.9430, 631.2754, 702.2926, 93.3998, 626.2262, 643.1388, 105.4544, 733.3910, 782.8278, 71.5293, 744.3511, 801.8437, 22.2884, 650.6384, 725.7362, 84.1171, 731.7885, 681.8671, 75.3799, 627.6936}
{351.0745, 635.2639, 40.8195, 597.0620, 722.0166, 0.0000, 672.4897, 671.4792, 41.0752, 677.7333, 655.5155, 16.6366, 661.5471, 686.1792, 32.6170, 639.4802, 603.7858, 45.9987, 588.4853, 649.1050, 49.9372, 643.9345, 636.1961, 52.1553, 698.4008, 734.5890, 81.1950, 581.1119, 683.5377, 89.0207, 711.4599, 695.3379, 92.9913, 683.2521, 629.6158, 121.9514, 634.9701, 620.8153, 31.2388, 659.3704, 654.9616, 102.5628, 763.7595, 706.5406, 74.3122, 610.2399, 666.4381, 45.8185, 584.2749, 668.6413, 98.5179}
{441.7971, 707.2821, 690.0127, 87.7054, 740.8097, 672.4897, 0.0000, 816.2244, 631.6050, 68.7779, 684.7063, 673.3834, 90.2010, 812.9548, 704.2781, 111.9073, 761.0434, 718.1668, 85.1901, 787.3644, 643.6711, 113.6992, 735.5334, 625.0158, 87.5016, 759.6855, 602.7066, 111.3502, 743.0733, 632.7507, 42.9875, 683.1890, 619.9574, 50.4854, 702.6575, 568.8241, 97.7624, 662.9890, 703.5791, 57.3635, 683.7289, 590.9097, 92.4771, 745.0432, 625.9906, 63.9880, 761.0816, 636.2329, 91.4068, 754.3439, 661.9651}
{452.6212, 112.8139, 640.3044, 736.8478, 139.6715, 671.4792, 816.2244, 0.0000, 665.6774, 872.8055, 148.0142, 687.7100, 878.8643, 21.2656, 673.3829, 878.7582, 70.6058, 679.5671, 756.8166, 29.5991, 625.3867, 883.7066, 81.7034, 680.9817, 897.0044, 133.5481, 695.2268, 813.3127, 99.2795, 736.9508, 854.8084, 178.6812, 586.6654, 783.1160, 116.2999, 593.0476, 720.4924, 157.5424, 677.3217, 851.9296, 148.8221, 712.0894, 886.4439, 118.6932, 605.5914, 791.6092, 64.5397, 689.4268, 746.7696, 74.1586, 573.3800}
