50 3 [30, 30, 30]
capacities = [100000, 44, 46, 44, 27, 42, 36, 37, 24, 36, 47, 43, 46, 25, 30, 28, 36, 37, 49, 28, 24, 30, 40, 21, 28, 35, 40, 34, 27, 40, 50, 23, 23, 31, 34, 41, 37, 26, 26, 34, 33, 40, 46, 50, 21, 22, 48, 36, 47, 27, 33]
initial     = [50000, 17, 30, 15, 7, 30, 7, 11, 21, 17, 29, 20, 24, 13, 27, 2, 17, 11, 21, 23, 19, 24, 25, 8, 25, 26, 13, 5, 8, 32, 34, 21, 1, 17, 15, 16, 13, 7, 6, 18, 20, 32, 31, 17, 0, 2, 32, 18, 11, 7, 19]
target      = [0, 30, 13, 14, 23, 31, 17, 26, 21, 9, 26, 17, 12, 6, 12, 3, 7, 8, 14, 2, 1, 15, 21, 1, 22, 8, 12, 24, 9, 13, 25, 1, 1, 14, 11, 20, 30, 12, 20, 25, 22, 16, 31, 19, 1, 5, 12, 9, 35, 2, 23]
weights    = [0.000000, 0.070583, 0.112115, 0.053393, 0.083043, 0.051532, 0.077941, 0.077404, 0.050000, 0.092222, 0.055481, 0.058382, 0.097500, 0.105417, 0.109375, 0.065833, 0.117857, 0.067812, 0.073750, 0.548750, 0.905000, 0.078500, 0.059048, 0.382500, 0.056477, 0.156875, 0.053958, 0.087604, 0.055278, 0.119423, 0.067100, 1.000000, 0.050000, 0.060179, 0.067273, 0.059500, 0.076917, 0.069792, 0.083250, 0.063300, 0.054318, 0.097500, 0.050000, 0.055000, 0.097500, 0.078500, 0.129167, 0.097500, 0.082571, 0.168750, 0.058261]
min_ratio  = [0.0000, 0.3967, 0.7000, 0.7000, 0.2130, 0.6774, 0.2882, 0.2962, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.4667, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.1458, 0.6222, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.5600, 0.3033, 0.4083, 0.2100, 0.5040, 0.6364, 0.7000, 0.7000, 0.6263, 0.0000, 0.2800, 0.7000, 0.7000, 0.2200, 0.7000, 0.5783]
points = [(584400.000, 4511800.000), (584176.046, 4511507.501), (584693.516, 4511810.464), (584251.860, 4512139.242), (584108.516, 4511462.899), (584656.641, 4511763.523), (584347.015, 4512185.427), (584133.998, 4511577.273), (584675.296, 4511741.548), (584388.097, 4512192.789), (584195.211, 4511497.841), (584727.068, 4511833.651), (584281.051, 4512136.910), (584113.494, 4511503.067), (584633.691, 4511741.979), (584287.226, 4512180.840), (584174.631, 4511469.422), (584710.397, 4511816.510), (584350.998, 4512184.612), (584092.191, 4511474.631), (584709.751, 4511827.462), (584332.508, 4512288.913), (584164.008, 4511583.479), (584772.646, 4511832.392), (584309.633, 4512292.050), (584140.497, 4511508.398), (584778.766, 4511793.520), (584271.828, 4512287.189), (584177.096, 4511482.993), (584636.773, 4511741.719), (584314.823, 4512185.837), (584084.477, 4511583.718), (584688.957, 4511741.088), (584340.339, 4512300.355), (584134.399, 4511560.986), (584674.784, 4511712.823), (584371.065, 4512255.637), (584046.934, 4511425.480), (584762.632, 4511744.047), (584330.901, 4512266.759), (584119.482, 4511469.713), (584726.004, 4511818.017), (584248.622, 4512168.723), (584124.293, 4511584.675), (584754.811, 4511795.331), (584283.213, 4512201.594), (584159.469, 4511480.802), (584732.240, 4511718.923), (584313.998, 4512291.518), (584141.623, 4511550.982), (584689.609, 4511771.112)]
distances = [
{0.0000, 368.3894, 293.7029, 370.1763, 445.6455, 259.2208, 389.0516, 346.9360, 281.4327, 392.9689, 365.0187, 328.7951, 357.2919, 412.6195, 240.7864, 397.1869, 400.0916, 310.8357, 387.7207, 447.8966, 310.9662, 493.5493, 320.2714, 374.0515, 500.2794, 390.3504, 378.8216, 503.7672, 387.5304, 243.8405, 395.1267, 382.5350, 294.9011, 503.8989, 357.3119, 288.2817, 456.5549, 514.7045, 366.9238, 471.8462, 433.3359, 326.5011, 398.5872, 349.8273, 354.8416, 418.2304, 399.6776, 341.9893, 498.9850, 358.8430, 291.0464}
{368.3894, 0.0000, 599.6346, 636.2734, 80.9302, 544.5356, 699.1518, 81.4626, 551.3874, 717.3453, 21.4624, 640.3121, 638.1077, 62.7091, 514.2169, 682.4561, 38.1060, 617.2657, 699.3470, 90.0672, 622.2668, 796.9216, 76.9255, 679.3272, 795.8405, 35.5608, 667.1416, 785.5489, 24.5309, 516.8436, 692.3858, 119.1381, 563.5955, 809.6964, 67.7871, 539.3487, 773.1361, 152.9623, 632.4852, 774.8886, 68.0256, 631.5640, 665.1924, 92.9197, 646.3856, 702.3166, 31.4267, 595.0216, 796.0605, 55.4571, 577.2672}
{293.7029, 599.6346, 0.0000, 550.5954, 680.4608, 59.6924, 510.5489, 606.1677, 71.2836, 489.3396, 588.2526, 40.7850, 526.0184, 656.4440, 90.9350, 549.7735, 620.9284, 17.9306, 507.2532, 688.7494, 23.5056, 599.3668, 576.1091, 82.1120, 615.8668, 630.1384, 86.9173, 636.4656, 611.4961, 89.1383, 533.2105, 649.8794, 69.5258, 603.9266, 612.2514, 99.4211, 549.6854, 752.5167, 95.8550, 582.8342, 667.5528, 33.3536, 571.2097, 612.3689, 63.1350, 566.8613, 627.6009, 99.3938, 612.7374, 609.8496, 39.5455}
