50 3 [30, 30, 30]
capacities = [100000, 41, 44, 28, 20, 48, 32, 42, 39, 26, 37, 45, 37, 40, 35, 46, 28, 37, 31, 35, 41, 29, 28, 50, 41, 26, 22, 48, 32, 31, 25, 49, 37, 22, 41, 35, 35, 25, 49, 30, 32, 27, 24, 50, 43, 36, 23, 31, 21, 42, 24]
initial     = [50000, 19, 17, 14, 17, 19, 28, 2, 24, 5, 16, 30, 34, 35, 0, 27, 22, 22, 0, 29, 13, 13, 5, 26, 11, 24, 0, 13, 1, 11, 7, 48, 8, 14, 36, 6, 28, 10, 17, 18, 12, 2, 18, 50, 23, 32, 12, 24, 0, 32, 14]
target      = [0, 18, 14, 16, 13, 11, 17, 13, 11, 17, 35, 34, 8, 33, 3, 38, 10, 8, 10, 20, 30, 1, 24, 24, 3, 1, 7, 42, 3, 13, 4, 47, 33, 4, 38, 17, 20, 17, 46, 28, 26, 23, 16, 45, 9, 17, 17, 16, 14, 11, 1]
weights    = [0.000000, 0.052295, 0.058851, 0.055163, 0.062709, 0.080040, 0.076726, 0.084950, 0.098814, 0.079156, 0.072422, 0.054859, 0.184239, 0.052503, 0.091304, 0.061957, 0.099565, 0.122283, 0.091304, 0.068587, 0.073406, 0.545652, 0.082699, 0.053442, 0.160145, 1.000000, 0.091304, 0.078520, 0.077536, 0.056355, 0.080978, 0.050879, 0.081291, 0.153261, 0.052174, 0.076726, 0.066522, 0.067008, 0.076040, 0.064752, 0.072241, 0.087713, 0.055163, 0.054589, 0.114251, 0.086445, 0.062148, 0.070652, 0.091304, 0.128854, 0.586957]
min_ratio  = [0.0000, 0.7000, 0.7000, 0.6125, 0.7000, 0.7000, 0.7000, 0.1077, 0.7000, 0.2059, 0.3200, 0.6176, 0.7000, 0.7000, 0.0000, 0.4974, 0.7000, 0.7000, 0.0000, 0.7000, 0.3033, 0.7000, 0.1458, 0.7000, 0.7000, 0.7000, 0.0000, 0.2167, 0.2333, 0.5923, 0.7000, 0.7000, 0.1697, 0.7000, 0.6632, 0.2471, 0.7000, 0.4118, 0.2587, 0.4500, 0.3231, 0.0609, 0.7000, 0.7000, 0.7000, 0.7000, 0.4941, 0.7000, 0.0000, 0.7000, 0.7000]
points = [(584400.000, 4511800.000), (584169.074, 4511530.985), (584702.412, 4511743.955), (584312.689, 4512315.528), (584017.995, 4511547.862), (584755.547, 4511738.657), (584212.734, 4512166.931), (584126.362, 4511538.063), (584605.198, 4511867.180), (584226.114, 4512214.441), (584098.122, 4511521.178), (584710.920, 4511818.670), (584257.802, 4512165.617), (584091.779, 4511404.209), (584654.516, 4511679.431), (584349.231, 4512266.696), (584022.287, 4511582.718), (584762.306, 4511721.765), (584304.864, 4512165.877), (584066.491, 4511398.355), (584686.446, 4511780.613), (584382.261, 4512129.561), (584147.917, 4511506.767), (584676.901, 4511744.872), (584407.410, 4512108.641), (584183.224, 4511570.544), (584621.965, 4511736.615), (584283.872, 4512296.235), (584188.419, 4511537.613), (584726.147, 4511727.473), (584237.729, 4512185.410), (584195.794, 4511440.067), (584720.066, 4511679.594), (584375.779, 4512271.252), (584229.449, 4511549.003), (584775.134, 4511754.349), (584370.956, 4512272.120), (584176.103, 4511551.999), (584681.306, 4511803.062), (584288.170, 4512180.632), (584125.675, 4511390.948), (584807.549, 4511693.615), (584369.619, 4512187.405), (584218.557, 4511473.507), (584796.066, 4511788.817), (584306.804, 4512205.286), (584167.535, 4511509.127), (584790.270, 4511848.100), (584328.966, 4512292.524), (584077.991, 4511573.314), (584626.397, 4511846.099)]
distances = [
{0.0000, 354.5361, 307.5618, 522.8692, 457.7135, 360.7996, 411.9544, 378.7990, 215.9154, 449.4414, 410.9403, 311.4804, 392.2957, 501.6479, 281.6295, 469.4492, 435.7508, 370.6569, 378.0439, 522.0601, 287.1011, 330.0385, 386.6928, 282.3351, 308.7297, 315.6610, 230.8376, 509.6418, 337.0659, 334.1133, 418.1778, 413.8265, 341.9646, 471.8739, 303.4586, 377.9016, 473.0127, 334.1174, 281.3225, 396.7203, 492.5215, 421.2059, 388.5940, 373.5230, 396.2236, 415.8629, 372.3535, 393.2234, 497.6200, 393.7979, 231.0428}
{354.5361, 0.0000, 574.2879, 797.5790, 152.0181, 622.1561, 637.4421, 43.2940, 550.6647, 685.8317, 71.6262, 613.4823, 640.8040, 148.4812, 507.6319, 757.4474, 155.6361, 623.1550, 649.2509, 167.6722, 574.4456, 635.4070, 32.1578, 551.0317, 624.8918, 42.0132, 497.3870, 773.8122, 20.4490, 590.7096, 658.0160, 94.7639, 570.6814, 768.5840, 63.0065, 645.9109, 768.1388, 22.1579, 580.0064, 660.4734, 146.6078, 658.8626, 686.3705, 75.8443, 677.9355, 688.2227, 21.9128, 697.4579, 778.1428, 100.4379, 555.3749}
{307.5618, 574.2879, 0.0000, 691.7943, 711.9550, 53.3977, 647.0645, 611.7399, 156.9552, 669.4898, 644.0471, 75.1977, 612.7614, 698.7851, 80.3587, 630.8683, 698.9766, 63.8724, 579.7095, 723.7648, 39.9836, 501.1875, 603.0947, 25.5282, 469.0651, 547.3827, 80.7819, 692.9565, 553.8652, 28.8959, 640.9467, 590.7716, 66.7385, 620.2670, 511.5671, 73.4608, 623.5553, 560.2221, 62.7617, 601.9001, 676.1951, 116.5675, 554.4354, 554.3092, 103.8438, 607.7265, 584.1559, 136.2542, 663.6188, 647.3185, 127.3247}
{522.8692, 797.5790, 691.7943, 0.0000, 822.2873, 727.2569, 179.0869, 799.4807, 535.3291, 133.0932, 822.8187, 636.7540, 159.6430, 937.7117, 722.1252, 60.9907, 788.2537, 744.7883, 149.8550, 949.6417, 652.5552, 198.5542, 825.3751, 676.9772, 227.5395, 756.1498, 656.3472, 34.6793, 787.7779, 718.8569, 150.1655, 883.2311, 755.2269, 77.0756, 771.0312, 727.1703, 72.6587, 775.6498, 631.2685, 137.1058, 943.3037, 794.7721, 140.2020, 847.2663, 714.8965, 110.3993, 819.3611, 668.2608, 28.1799, 778.4378, 564.6029}
{457.7135, 152.0181, 711.9550, 822.2873, 0.0000, 761.8302, 648.9761, 108.8090, 668.4100, 698.3135, 84.4531, 743.9643, 662.6683, 161.4934, 649.9762, 791.4797, 35.1197, 764.3572, 681.3496, 157.1751, 707.8132, 686.3414, 136.2664, 687.7280, 682.7277, 166.7789, 632.7773, 794.1997, 170.7313, 730.5744, 674.3524, 207.9232, 714.3228, 807.0333, 211.4570, 784.7910, 805.6874, 158.1623, 710.7098, 688.0359, 190.3072, 802.8949, 729.8320, 213.9009, 814.5267, 718.0649, 154.4754, 828.5847, 806.9849, 65.1711, 677.5682}
{360.7996, 622.1561, 53.3977, 727.2569, 761.8302, 0.0000, 691.4211, 660.3872, 197.7949, 711.8068, 692.4624, 91.6166, 655.7774, 743.2649, 117.1110, 666.2712, 749.6579, 18.1941, 620.9929, 768.5069, 80.8406, 540.5074, 650.3741, 78.8911, 508.0229, 596.5022, 133.5975, 730.3218, 601.7082, 31.4553, 683.9028, 634.4129, 68.9007, 654.1261, 559.2382, 25.0982, 657.6417, 608.7660, 98.2834, 643.2598, 719.4716, 68.7976, 591.8736, 598.8846, 64.4813, 647.3886, 631.2223, 114.8197, 699.0993, 697.4386, 167.9978}
{411.9544, 637.4421, 647.0645, 179.0869, 648.9761, 691.4211, 0.0000, 634.7712, 493.8401, 49.3584, 655.8446, 607.8441, 45.0870, 772.2527, 657.8956, 169.0693, 614.4710, 707.2491, 92.1353, 782.3652, 611.2642, 173.5964, 663.3379, 627.3625, 203.2145, 597.1164, 593.8358, 147.5810, 629.7867, 675.8067, 31.0841, 727.0614, 703.4786, 193.5622, 618.1535, 697.5075, 189.9973, 616.0219, 593.2620, 76.6697, 780.8508, 760.1531, 158.2149, 693.4481, 695.1583, 101.5885, 659.3549, 659.6973, 171.1238, 608.7175, 523.4978}
{378.7990, 43.2940, 611.7399, 799.4807, 108.8090, 660.3872, 634.7712, 0.0000, 581.0354, 683.6940, 32.9029, 648.4203, 641.1710, 138.2493, 546.7460, 761.9556, 113.2506, 661.9455, 652.6972, 151.9962, 610.3476, 644.4800, 38.0010, 588.1010, 636.0398, 65.4853, 533.8959, 774.3602, 62.0582, 628.9816, 656.8566, 120.1002, 610.3405, 774.4510, 103.6658, 683.8751, 773.7351, 51.6565, 614.9691, 662.6289, 147.1165, 698.7223, 693.4106, 112.5494, 715.1089, 691.1912, 50.3245, 732.7330, 781.1909, 59.8531, 587.2999}
{215.9154, 550.6647, 156.9552, 535.3291, 668.4100, 197.7949, 493.8401, 581.0354, 0.0000, 514.0960, 613.8759, 116.3202, 457.9829, 691.3330, 194.1186, 474.4808, 648.6173, 214.0758, 423.5809, 714.1444, 118.7228, 344.3035, 582.2400, 141.7763, 312.1275, 515.8053, 131.6374, 536.0396, 531.3374, 184.7878, 486.1108, 591.6402, 219.9617, 464.6582, 492.3658, 203.9829, 467.8095, 532.4113, 99.5167, 445.8243, 675.8247, 266.5914, 397.5439, 551.7882, 206.3279, 450.9482, 565.4654, 186.0532, 507.1703, 603.5771, 29.8969}
{449.4414, 685.8317, 669.4898, 133.0932, 698.3135, 711.8068, 49.3584, 683.6940, 514.0960, 0.0000, 704.9789, 625.8366, 58.2059, 821.2927, 685.3931, 133.7472, 663.7918, 728.1698, 92.5198, 831.5501, 632.5442, 177.7255, 711.9812, 650.9251, 209.9088, 645.3240, 620.4961, 100.1309, 677.8764, 697.9755, 31.2683, 774.9678, 728.0450, 160.0841, 665.4462, 716.3150, 155.9041, 664.3274, 613.5409, 70.6677, 829.5953, 780.5939, 146.0295, 740.9726, 711.3370, 81.2077, 707.7427, 672.6647, 129.1330, 658.0159, 543.9692}
{410.9403, 71.6262, 644.0471, 822.8187, 84.4531, 692.4624, 655.8446, 32.9029, 613.8759, 704.9789, 0.0000, 681.1926, 663.9270, 117.1410, 578.4616, 786.6717, 97.6633, 693.8128, 677.0371, 126.8307, 642.9861, 671.4649, 51.8387, 620.5028, 663.9060, 98.3838, 566.4134, 797.0043, 91.7801, 661.0390, 678.7445, 126.9599, 641.8021, 799.8148, 134.2423, 716.0407, 798.9696, 83.8509, 647.7359, 686.2930, 133.1129, 730.0834, 719.4221, 129.5263, 747.5000, 715.2281, 70.4516, 765.4722, 805.1477, 55.8872, 620.2000}
