20 2 [30, 30]
capacities = [100000, 32, 46, 38, 38, 43, 36, 27, 48, 23, 26, 23, 45, 23, 41, 43, 46, 25, 29, 27, 42]
initial     = [50000, 3, 32, 3, 16, 43, 6, 9, 24, 11, 26, 10, 6, 3, 15, 28, 32, 25, 22, 13, 12]
target      = [0, 8, 7, 30, 31, 36, 8, 5, 39, 18, 7, 17, 17, 12, 10, 6, 9, 5, 20, 6, 2]
weights    = [0.000000, 0.168750, 0.728571, 0.221000, 0.141935, 0.086944, 0.097500, 0.202000, 0.123077, 0.123889, 0.565714, 0.128235, 0.172941, 0.192500, 0.145000, 0.746667, 0.535556, 0.810000, 0.069000, 0.271667, 1.000000]
min_ratio  = [0.0000, 0.2625, 0.7000, 0.0700, 0.3613, 0.7000, 0.5250, 0.7000, 0.4308, 0.4278, 0.7000, 0.4118, 0.2471, 0.1750, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000]
points = [(584400.000, 4511800.000), (584005.074, 4511395.049), (584662.708, 4511790.940), (584422.775, 4512263.274), (584174.109, 4511533.048), (584789.974, 4511839.745), (584265.202, 4512295.477), (584020.533, 4511393.833), (584630.179, 4511871.305), (584413.949, 4512197.533), (584186.425, 4511567.067), (584689.244, 4511866.296), (584259.715, 4512147.727), (584005.104, 4511445.016), (584698.792, 4511775.865), (584281.941, 4512193.563), (584024.141, 4511558.150), (584805.355, 4511732.624), (584311.575, 4512181.512), (584181.362, 4511595.402), (584732.305, 4511683.495)]
distances = [
{0.0000, 565.6431, 262.8644, 463.8330, 349.7000, 391.9946, 513.4857, 555.8482, 240.9701, 397.7775, 316.0252, 296.7444, 374.9588, 530.9957, 299.7655, 410.8889, 446.9463, 410.9162, 391.6256, 299.4371, 352.1365}
{565.6431, 0.0000, 767.6021, 963.4772, 218.2123, 902.1215, 937.2497, 15.5066, 785.8598, 900.6438, 249.9572, 830.7604, 794.5859, 49.9670, 791.3700, 845.1509, 164.2123, 868.5660, 844.0782, 266.8693, 782.3467}
{262.8644, 767.6021, 0.0000, 529.7797, 552.4834, 136.3032, 642.3144, 755.0389, 86.6984, 476.6536, 526.2744, 79.8915, 538.2383, 743.0389, 39.1066, 554.1558, 679.6756, 154.1067, 525.2054, 519.5468, 128.0167}
{463.8330, 963.4772, 529.7797, 0.0000, 771.4037, 560.5464, 160.8297, 957.9802, 443.4588, 66.3305, 735.2310, 478.1178, 199.8488, 918.6917, 560.1361, 157.1427, 810.0046, 654.1836, 138.0225, 710.1632, 657.2307}
{349.7000, 218.2123, 552.4834, 771.4037, 0.0000, 688.0068, 767.8508, 207.2836, 567.8180, 706.4439, 36.1797, 613.5297, 620.6114, 190.5576, 578.1463, 669.2587, 152.0535, 662.0441, 662.8746, 62.7745, 578.1155}
{391.9946, 902.1215, 136.3032, 560.5464, 688.0068, 0.0000, 695.0379, 889.3132, 162.8827, 519.0451, 662.2875, 104.1712, 613.2117, 878.5397, 111.3317, 619.1007, 815.9631, 108.2189, 587.9379, 655.8290, 166.5524}
{513.4857, 937.2497, 642.3144, 160.8297, 767.8508, 695.0379, 0.0000, 934.2510, 559.5798, 178.0970, 732.6570, 603.3301, 147.8513, 889.3450, 676.7543, 103.2792, 775.7322, 780.1076, 123.0379, 705.0767, 769.8745}
{555.8482, 15.5066, 755.0389, 957.9802, 207.2836, 889.3132, 934.2510, 0.0000, 774.3692, 894.8240, 239.8550, 818.7774, 790.9266, 53.4579, 778.4503, 841.3694, 164.3572, 854.8248, 839.7291, 257.8692, 768.4556}
{240.9701, 785.8598, 86.6984, 443.4588, 567.8180, 162.8827, 559.5798, 774.3692, 0.0000, 391.3823, 538.0313, 59.2773, 462.2259, 756.5978, 117.5438, 474.4680, 682.1634, 223.4257, 444.6760, 526.8378, 213.7811}
{397.7775, 900.6438, 476.6536, 66.3305, 706.4439, 519.0451, 178.0970, 894.8240, 391.3823, 0.0000, 670.2642, 430.7030, 162.0763, 856.4086, 508.8609, 132.0677, 748.8390, 607.7325, 103.6193, 645.4901, 604.6369}
{316.0252, 249.9572, 526.2744, 735.2310, 36.1797, 662.2875, 732.6570, 239.8550, 538.0313, 670.2642, 0.0000, 585.1195, 585.2671, 218.5722, 553.2782, 633.7351, 162.5287, 640.6896, 627.0611, 28.7840, 558.1580}
{296.7444, 830.7604, 79.8915, 478.1178, 613.5297, 104.1712, 603.3301, 818.7774, 59.2773, 430.7030, 585.1195, 0.0000, 513.5159, 803.4453, 90.9337, 522.4933, 733.0180, 177.0593, 491.9296, 575.6102, 187.8047}
{374.9588, 794.5859, 538.2383, 199.8488, 620.6114, 613.2117, 147.8513, 790.9266, 462.2259, 162.0763, 585.2671, 513.5159, 0.0000, 747.4154, 575.3871, 50.9402, 634.8982, 685.5900, 61.8947, 557.8547, 662.4600}
{530.9957, 49.9670, 743.0389, 918.6917, 190.5576, 878.5397, 889.3450, 53.4579, 756.5978, 856.4086, 218.5722, 803.4453, 747.4154, 0.0000, 768.5470, 798.0985, 114.7250, 850.3644, 797.7166, 231.6961, 765.3061}
