number,id,arm,leaf_id,solve_kind,model_sha256,original_rows,original_columns,original_nonzeros,logged_LP_optimum
10,D6,K1-R,L0,LP,4c5c214f042dedea8322ca3a338ba3a294554b4bfcff4e9a98f219c48e024842,29923,6991,187848,0.1256918309
10,D6,K1-R,L0.0,LP,61374f9a865df635bb68c6e45452341a15067009ec9f7f314960c7ce0d66f46b,29923,6991,187848,0.1256918309
10,D6,K1-R,L0.1,LP,022ad0d698b94130d0582160da7350235a71f3620f257743d18b4cef8367cad8,29924,6991,188256,
10,D6,K1-R,L0.0.0,LP,8255f6fdc0bf06f7adb5314f68031c3994466635ec98180345acefba71fe379d,29923,6991,187848,0.1269568487
10,D6,K1-R,L0.0.1,LP,0510420d8edf363812f84d192b60b723b38fea55fb03efb42340af96f79d2637,29923,6991,188250,0.1531292014
10,D6,K1-R,L0.0,CHILD_BOUND_TARGET_MIP,61374f9a865df635bb68c6e45452341a15067009ec9f7f314960c7ce0d66f46b,29923,6991,187848,
10,D6,K1-R,L0.0,MIP,61374f9a865df635bb68c6e45452341a15067009ec9f7f314960c7ce0d66f46b,29923,6991,187848,
11,D6,VD-P,L0,LP,39d0b94258cb1e42834b7cc7cc54c55170583726171eb6701a5cc08ff1047ba5,30485,8273,190745,0.131389465
11,D6,VD-P,L0.0,LP,991af133bfcc32b8ebc239cc028b06cfd69cbb3cfb86d6a194cad9ad106bef8b,30485,8273,190745,0.131389465
11,D6,VD-P,L0.1,LP,fd1ad5e3257be42fa050193d449c8b93b2ca4046041334dcd520b8012ad01c94,30446,8233,191486,
11,D6,VD-P,L0.0.0,LP,19c136173a83ea484ef6b090034aa8bfd6c01d3ffa60051880d0d8c703cf54c1,30485,8273,190745,0.131389465
11,D6,VD-P,L0.0.1,LP,a03f5d94165e024a271be7d81eec9a76186426a413c4f42fa215a8c82aee0160,30473,8261,191586,0.1535991283
11,D6,VD-P,L0.0,MIP,991af133bfcc32b8ebc239cc028b06cfd69cbb3cfb86d6a194cad9ad106bef8b,30485,8273,190745,
12,D6,VD-S,L0,LP,39d0b94258cb1e42834b7cc7cc54c55170583726171eb6701a5cc08ff1047ba5,30485,8273,190745,0.131389465
12,D6,VD-S,L0.0,LP,991af133bfcc32b8ebc239cc028b06cfd69cbb3cfb86d6a194cad9ad106bef8b,30485,8273,190745,0.131389465
12,D6,VD-S,L0.1,LP,fd1ad5e3257be42fa050193d449c8b93b2ca4046041334dcd520b8012ad01c94,30446,8233,191486,
12,D6,VD-S,L0.0.0,LP,19c136173a83ea484ef6b090034aa8bfd6c01d3ffa60051880d0d8c703cf54c1,30485,8273,190745,0.131389465
12,D6,VD-S,L0.0.1,LP,a03f5d94165e024a271be7d81eec9a76186426a413c4f42fa215a8c82aee0160,30473,8261,191586,0.1535991283
12,D6,VD-S,L0.0,MIP,991af133bfcc32b8ebc239cc028b06cfd69cbb3cfb86d6a194cad9ad106bef8b,30485,8273,190745,
14,C2,K1-R,L0,LP,48f00424ac4080a0b940b5a8c9351072ce8bb94243b95cfeec26fc580474e014,8663,2402,48694,0.5301602324
14,C2,K1-R,L0.0,LP,c1b6d06947c08c77ade119ba1b2024bee732794166fe0b3e3a8990b15aaee06d,8663,2402,48694,0.5331223123
14,C2,K1-R,L0.1,LP,08ef6abb1c0c5868e0ab1740f99b0a9be2cdd1cc011fb1f21a8c2e0b78596fcc,8663,2402,48922,
14,C2,K1-R,L0.0.0,LP,59282f716df3cf826b40f7c0486fa7d3433777a490cd3c3b6a6b054d78e0fd69,8663,2402,48694,0.5770017235
14,C2,K1-R,L0.0.1,LP,bfebdb0b67b95a67886ef04ce44ec71aced3d24a4f6dcdd14695162f0332d223,8663,2402,48922,0.6570663505
14,C2,K1-R,L0.0,CHILD_BOUND_TARGET_MIP,c1b6d06947c08c77ade119ba1b2024bee732794166fe0b3e3a8990b15aaee06d,8663,2402,48694,
14,C2,K1-R,L0.0,MIP,c1b6d06947c08c77ade119ba1b2024bee732794166fe0b3e3a8990b15aaee06d,8663,2402,48694,
15,C2,VD-P,L0,LP,738dc718df16a23265cdd5b818855c1c001395945900ea0b5fd942fd446da29e,8575,2794,49028,0.6026783958
15,C2,VD-P,L0.0,LP,e95f530b026fa9553aee055a79dd4b35db2374eeb8ead89a47012a3d4114ad5c,8575,2794,49028,0.6040366155
15,C2,VD-P,L0.1,LP,022a7f313d0ce732e153263675c7f3479714481d7ee975bed6ac1d336c89fa7d,8575,2794,49348,
15,C2,VD-P,L0.0.0,LP,0a08f7520b029a1427215ff0edd96ea0a2baf9172699d375fd52de9856a4abca,8575,2794,49028,0.6375060415
15,C2,VD-P,L0.0.1,LP,89280ce4ba4d3fbe35610f9ab4a11657522b7495e216ce22def103b73a8970b6,8575,2794,49348,0.6644042482
15,C2,VD-P,L0.0,CHILD_BOUND_TARGET_MIP,e95f530b026fa9553aee055a79dd4b35db2374eeb8ead89a47012a3d4114ad5c,8575,2794,49028,
15,C2,VD-P,L0.0,MIP,e95f530b026fa9553aee055a79dd4b35db2374eeb8ead89a47012a3d4114ad5c,8575,2794,49028,
16,C2,VD-S,L0,LP,738dc718df16a23265cdd5b818855c1c001395945900ea0b5fd942fd446da29e,8575,2794,49028,0.6026783958
16,C2,VD-S,L0.0,LP,e95f530b026fa9553aee055a79dd4b35db2374eeb8ead89a47012a3d4114ad5c,8575,2794,49028,0.6040366155
16,C2,VD-S,L0.1,LP,022a7f313d0ce732e153263675c7f3479714481d7ee975bed6ac1d336c89fa7d,8575,2794,49348,
16,C2,VD-S,L0.0.0,LP,0a08f7520b029a1427215ff0edd96ea0a2baf9172699d375fd52de9856a4abca,8575,2794,49028,0.6375060415
16,C2,VD-S,L0.0.1,LP,89280ce4ba4d3fbe35610f9ab4a11657522b7495e216ce22def103b73a8970b6,8575,2794,49348,0.6644042482
16,C2,VD-S,L0.0,CHILD_BOUND_TARGET_MIP,e95f530b026fa9553aee055a79dd4b35db2374eeb8ead89a47012a3d4114ad5c,8575,2794,49028,
16,C2,VD-S,L0.0,MIP,e95f530b026fa9553aee055a79dd4b35db2374eeb8ead89a47012a3d4114ad5c,8575,2794,49028,
18,D4,K1-R,L0,LP,0bdd0cbeec199780ca2bf7ad30938edd9f36f57f31e65f02df8c37ea8f5afa58,4136,1404,19505,0.09394825539
18,D4,K1-R,L0.0,LP,e3fb9fd505da02ef07042cf18065690398950281cb9f48ea968e6cfc21b89fe5,4136,1404,19505,0.09394825539
18,D4,K1-R,L0.1,LP,356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d,4136,1404,19651,0.3249693329
18,D4,K1-R,L0,MIP,0bdd0cbeec199780ca2bf7ad30938edd9f36f57f31e65f02df8c37ea8f5afa58,4136,1404,19505,
19,D4,VD-P,L0,LP,ad8448aa1b12ca644c8aead017172fb431321b134a05f82bce9c79f7a662577e,4119,1698,19868,0.1140663222
19,D4,VD-P,L0.0,LP,0d051e94fe06e0143fbc2cccdcfeb135a75466ac97e8c8bb86401953dcc7b175,4119,1698,19868,0.1153616239
19,D4,VD-P,L0.1,LP,b576f837f3e287f89f44467bafe4b828f9fac890249ebc6f4227c59d4cee27cc,4119,1698,20094,0.3249693329
19,D4,VD-P,L0,CHILD_BOUND_TARGET_MIP,ad8448aa1b12ca644c8aead017172fb431321b134a05f82bce9c79f7a662577e,4119,1698,19868,
19,D4,VD-P,L0,MIP,ad8448aa1b12ca644c8aead017172fb431321b134a05f82bce9c79f7a662577e,4119,1698,19868,
20,D4,VD-S,L0,LP,ad8448aa1b12ca644c8aead017172fb431321b134a05f82bce9c79f7a662577e,4119,1698,19868,0.1140663222
20,D4,VD-S,L0.0,LP,0d051e94fe06e0143fbc2cccdcfeb135a75466ac97e8c8bb86401953dcc7b175,4119,1698,19868,0.1153616239
20,D4,VD-S,L0.1,LP,b576f837f3e287f89f44467bafe4b828f9fac890249ebc6f4227c59d4cee27cc,4119,1698,20094,0.3249693329
20,D4,VD-S,L0,CHILD_BOUND_TARGET_MIP,ad8448aa1b12ca644c8aead017172fb431321b134a05f82bce9c79f7a662577e,4119,1698,19868,
20,D4,VD-S,L0,MIP,ad8448aa1b12ca644c8aead017172fb431321b134a05f82bce9c79f7a662577e,4119,1698,19868,
