10 2 [30, 30]
capacities = [100000, 43, 47, 28, 21, 34, 31, 50, 33, 22, 21]
initial     = [50000, 0, 44, 22, 1, 0, 12, 48, 12, 0, 7]
target      = [0, 41, 42, 27, 18, 3, 24, 17, 13, 4, 12]
weights    = [0.000000, 0.570968, 0.074808, 0.146476, 0.542025, 0.570968, 0.310484, 1.000000, 0.090074, 0.570968, 0.267070]
min_ratio  = [0.0000, 0.0000, 0.7000, 0.5704, 0.0389, 0.0000, 0.3500, 0.7000, 0.6462, 0.0000, 0.4083]
points = [(584400.000, 4511800.000), (584111.614, 4511402.480), (584634.384, 4511771.769), (584265.404, 4512249.840), (584028.645, 4511457.843), (584696.892, 4511674.851), (584323.180, 4512327.689), (584060.315, 4511513.173), (584797.948, 4511781.686), (584243.549, 4512314.341), (584100.780, 4511574.396)]
distances = [
{0.0000, 491.1093, 236.0778, 469.5446, 504.9512, 322.1914, 533.2509, 444.5848, 398.3692, 537.6090, 374.7398}
{491.1093, 0.0000, 640.0484, 861.2024, 99.7444, 645.5513, 949.0893, 122.0021, 784.1243, 921.3559, 172.2571}
{236.0778, 640.0484, 0.0000, 603.9027, 682.2526, 115.3270, 637.0986, 629.6243, 163.8646, 668.6825, 568.9370}
{469.5446, 861.2024, 603.9027, 0.0000, 826.6277, 718.8842, 96.9461, 764.6825, 709.0639, 68.1028, 695.2159}
{504.9512, 99.7444, 682.2526, 826.6277, 0.0000, 702.6002, 918.3583, 63.7525, 834.6862, 883.0471, 137.0693}
{322.1914, 645.5513, 115.3270, 718.8842, 702.6002, 0.0000, 752.2349, 656.7882, 147.0574, 783.8794, 604.5178}
{533.2509, 949.0893, 637.0986, 96.9461, 918.3583, 752.2349, 0.0000, 855.8818, 723.5492, 80.7418, 785.4370}
{444.5848, 122.0021, 629.6243, 764.6825, 63.7525, 656.7882, 855.8818, 0.0000, 784.9851, 821.8544, 73.3871}
{398.3692, 784.1243, 163.8646, 709.0639, 834.6862, 147.0574, 723.5492, 784.9851, 0.0000, 768.8168, 727.3327}
{537.6090, 921.3559, 668.6825, 68.1028, 883.0471, 783.8794, 80.7418, 821.8544, 768.8168, 0.0000, 753.5922}
{374.7398, 172.2571, 568.9370, 695.2159, 137.0693, 604.5178, 785.4370, 73.3871, 727.3327, 753.5922, 0.0000}
]
