10 2 [30, 30]
capacities = [100000, 21, 37, 50, 23, 30, 48, 27, 35, 39, 44]
initial     = [50000, 1, 6, 47, 17, 24, 7, 19, 28, 1, 0]
target      = [0, 17, 28, 2, 4, 3, 35, 5, 7, 37, 41]
weights    = [0.000000, 0.089739, 0.083175, 1.000000, 0.187222, 0.345556, 0.083778, 0.168222, 0.176667, 0.091081, 0.092222]
min_ratio  = [0.0000, 0.0412, 0.1500, 0.7000, 0.7000, 0.7000, 0.1400, 0.7000, 0.7000, 0.0189, 0.0000]
points = [(584400.000, 4511800.000), (584113.119, 4511522.852), (584730.612, 4511831.070), (584337.126, 4512169.170), (584095.205, 4511431.749), (584772.075, 4511817.197), (584279.203, 4512163.951), (584043.422, 4511431.695), (584698.897, 4511718.639), (584263.476, 4512241.481), (584194.353, 4511581.844)]
distances = [
{0.0000, 398.8877, 332.0689, 374.4859, 478.0258, 372.4721, 383.4739, 512.6370, 309.7730, 462.1084, 299.8045}
{398.8877, 0.0000, 690.1419, 684.0364, 92.8479, 721.7072, 662.2621, 114.7494, 617.6313, 734.1893, 100.3940}
{332.0689, 690.1419, 0.0000, 518.7897, 750.4662, 43.7221, 560.8743, 794.8151, 116.8189, 621.8145, 591.3438}
{374.4859, 684.0364, 518.7897, 0.0000, 776.0900, 559.5225, 58.1581, 793.8088, 577.8035, 103.2144, 604.4306}
{478.0258, 92.8479, 750.4662, 776.0900, 0.0000, 778.9241, 754.9667, 51.7830, 668.3937, 827.0312, 179.8855}
{372.4721, 721.7072, 43.7221, 559.5225, 778.9241, 0.0000, 602.6286, 824.3463, 122.7544, 662.3366, 623.8216}
{383.4739, 662.2621, 560.8743, 58.1581, 754.9667, 602.6286, 0.0000, 769.2801, 611.9203, 79.1089, 588.2585}
{512.6370, 114.7494, 794.8151, 793.8088, 51.7830, 824.3463, 769.2801, 0.0000, 715.5311, 839.1528, 212.8967}
{309.7730, 617.6313, 116.8189, 577.8035, 668.3937, 122.7544, 611.9203, 715.5311, 0.0000, 680.4085, 522.7597}
{462.1084, 734.1893, 621.8145, 103.2144, 827.0312, 662.3366, 79.1089, 839.1528, 680.4085, 0.0000, 663.2487}
{299.8045, 100.3940, 591.3438, 604.4306, 179.8855, 623.8216, 588.2585, 212.8967, 522.7597, 663.2487, 0.0000}
]
