20 2 [30, 30]
capacities = [100000, 47, 46, 27, 41, 34, 21, 39, 50, 43, 40, 26, 28, 37, 37, 27, 20, 37, 21, 30, 33]
initial     = [50000, 28, 34, 19, 16, 11, 13, 23, 17, 30, 16, 12, 8, 28, 30, 2, 4, 30, 0, 19, 8]
target      = [0, 14, 13, 9, 31, 9, 10, 30, 15, 33, 27, 12, 7, 15, 23, 1, 17, 11, 1, 8, 8]
weights    = [0.000000, 0.600000, 0.938462, 0.661111, 0.316129, 0.172222, 0.215000, 0.178333, 0.123333, 0.100000, 0.274074, 0.050000, 0.128571, 0.526667, 0.217391, 0.600000, 0.470588, 1.000000, 0.600000, 0.806250, 0.050000]
min_ratio  = [0.0000, 0.7000, 0.7000, 0.7000, 0.3613, 0.7000, 0.7000, 0.5367, 0.7000, 0.6364, 0.4148, 0.7000, 0.7000, 0.7000, 0.7000, 0.7000, 0.1647, 0.7000, 0.0000, 0.7000, 0.7000]
points = [(584400.000, 4511800.000), (584160.766, 4511493.430), (584700.310, 4511761.232), (584268.555, 4512264.536), (584196.934, 4511573.922), (584735.636, 4511705.994), (584399.844, 4512161.536), (584061.344, 4511481.140), (584755.340, 4511725.668), (584280.036, 4512154.189), (584176.281, 4511581.598), (584644.536, 4511738.497), (584393.780, 4512160.624), (584060.797, 4511553.725), (584722.817, 4511807.679), (584344.970, 4512176.706), (584181.193, 4511540.007), (584668.870, 4511745.290), (584319.201, 4512231.734), (584204.594, 4511523.729), (584784.865, 4511688.735)]
distances = [
{0.0000, 388.8681, 302.8024, 482.7749, 303.8865, 348.5519, 361.5364, 465.1446, 363.0309, 373.9536, 312.6495, 252.1516, 360.6778, 419.1775, 322.9082, 380.7045, 339.8127, 274.3802, 439.2297, 338.3922, 400.6251}
{388.8681, 0.0000, 602.3513, 778.6035, 88.2449, 612.9102, 709.5948, 100.1780, 638.3202, 671.4376, 89.5229, 542.3021, 706.7137, 116.7443, 643.9368, 707.6708, 50.8600, 567.1016, 755.1125, 53.2818, 653.9448}
{302.8024, 602.3513, 0.0000, 663.1195, 537.0968, 65.5682, 500.5233, 697.6601, 65.5213, 575.3655, 553.9635, 60.2305, 503.4625, 672.3366, 51.6126, 546.7041, 564.2901, 35.2510, 605.4884, 549.6754, 111.3787}
{482.7749, 778.6035, 663.1195, 0.0000, 694.3179, 728.1031, 166.8703, 810.3369, 726.1807, 110.9426, 689.1437, 646.5904, 162.7241, 740.5506, 644.2609, 116.4189, 729.7769, 655.6440, 60.3408, 743.5632, 773.3836}
{303.8865, 88.2449, 537.0968, 694.3179, 0.0000, 554.6550, 621.6614, 164.2959, 578.6565, 586.1876, 22.0335, 476.8985, 618.8440, 137.6269, 575.4956, 620.6959, 37.3898, 502.0866, 669.0783, 50.7742, 599.0361}
{348.5519, 612.9102, 65.5682, 728.1031, 554.6550, 0.0000, 565.9288, 710.7938, 27.8445, 639.1009, 573.0200, 96.7244, 568.8180, 691.8038, 102.4905, 611.7107, 578.7553, 77.4712, 670.6867, 561.4497, 52.1665}
{361.5364, 709.5948, 500.5233, 166.8703, 621.6614, 565.9288, 0.0000, 759.9482, 562.4578, 120.0326, 621.5375, 488.7093, 6.1316, 695.9790, 479.0892, 56.9320, 658.8677, 495.6172, 106.9156, 667.0239, 609.7391}
{465.1446, 100.1780, 697.6601, 810.3369, 164.2959, 710.7938, 759.9482, 0.0000, 735.8147, 707.6874, 152.6507, 637.4520, 756.4474, 72.5875, 737.6816, 751.1698, 133.5258, 662.4677, 793.6508, 149.4464, 752.7134}
{363.0309, 638.3202, 65.5213, 726.1807, 578.6565, 27.8445, 562.4578, 735.8147, 0.0000, 639.9562, 596.7119, 111.5439, 565.6078, 715.5091, 88.2249, 609.7860, 603.4184, 88.6676, 668.0718, 586.6005, 47.2834}
{373.9536, 671.4376, 575.3655, 110.9426, 586.1876, 639.1009, 120.0326, 707.6874, 639.9562, 0.0000, 581.9157, 552.8654, 113.9261, 639.2359, 562.2489, 68.7271, 622.0848, 564.2611, 86.8740, 634.9580, 686.6578}
{312.6495, 89.5229, 553.9635, 689.1437, 22.0335, 573.0200, 621.5375, 152.6507, 596.7119, 581.9157, 0.0000, 493.8421, 618.5284, 118.7997, 591.4512, 618.5547, 41.8800, 519.0758, 665.6599, 64.4239, 617.9422}
{252.1516, 542.3021, 60.2305, 646.5904, 476.8985, 96.7244, 488.7093, 637.4520, 111.5439, 552.8654, 493.8421, 0.0000, 490.9887, 612.2837, 104.4708, 530.8175, 504.0679, 25.2650, 590.8686, 489.5654, 148.8903}
{360.6778, 706.7137, 503.4625, 162.7241, 618.8440, 568.8180, 6.1316, 756.4474, 565.6078, 113.9261, 618.5284, 490.9887, 0.0000, 692.2456, 482.5299, 51.3915, 656.0174, 498.1737, 103.0470, 664.3998, 612.8832}
{419.1775, 116.7443, 672.3366, 740.5506, 137.6269, 691.8038, 695.9790, 72.5875, 715.5091, 639.2359, 118.7997, 612.2837, 692.2456, 0.0000, 709.0577, 684.7331, 121.1752, 637.5345, 725.5813, 146.8919, 736.5468}
{322.9082, 643.9368, 51.6126, 644.2609, 575.4956, 102.4905, 479.0892, 737.6816, 88.2249, 562.2489, 591.4512, 104.4708, 482.5299, 709.0577, 0.0000, 528.1564, 604.1561, 82.4781, 585.4299, 590.9172, 134.1550}
{380.7045, 707.6708, 546.7041, 116.4189, 620.6959, 611.7107, 56.9320, 751.1698, 609.7860, 68.7271, 618.5547, 530.8175, 51.3915, 684.7331, 528.1564, 0.0000, 657.4257, 539.4733, 60.7626, 667.8958, 656.9800}
{339.8127, 50.8600, 564.2901, 729.7769, 37.3898, 578.7553, 658.8677, 133.5258, 603.4184, 622.0848, 41.8800, 504.0679, 656.0174, 121.1752, 604.1561, 657.4257, 0.0000, 529.1220, 705.3597, 28.5054, 621.7226}
{274.3802, 567.1016, 35.2510, 655.6440, 502.0866, 77.4712, 495.6172, 662.4677, 88.6676, 564.2611, 519.0758, 25.2650, 498.1737, 637.5345, 82.4781, 539.4733, 529.1220, 0.0000, 599.0797, 514.4339, 129.0467}
{439.2297, 755.1125, 605.4884, 60.3408, 669.0783, 670.6867, 106.9156, 793.6508, 668.0718, 86.8740, 665.6599, 590.8686, 103.0470, 725.5813, 585.4299, 60.7626, 705.3597, 599.0797, 0.0000, 717.2210, 715.3251}
{338.3922, 53.2818, 549.6754, 743.5632, 50.7742, 561.4497, 667.0239, 149.4464, 586.6005, 634.9580, 64.4239, 489.5654, 664.3998, 146.8919, 590.9172, 667.8958, 28.5054, 514.4339, 717.2210, 0.0000, 603.2755}
{400.6251, 653.9448, 111.3787, 773.3836, 599.0361, 52.1665, 609.7391, 752.7134, 47.2834, 686.6578, 617.9422, 148.8903, 612.8832, 736.5468, 134.1550, 656.9800, 621.7226, 129.0467, 715.3251, 603.2755, 0.0000}
]
