20 2 [30, 30]
capacities = [100000, 48, 37, 35, 23, 27, 47, 50, 46, 36, 40, 50, 31, 43, 33, 45, 21, 50, 28, 25, 46]
initial     = [50000, 8, 6, 6, 3, 27, 2, 46, 42, 6, 10, 0, 6, 43, 28, 44, 4, 5, 4, 1, 3]
target      = [0, 36, 34, 34, 16, 7, 32, 2, 9, 27, 30, 44, 31, 1, 6, 13, 19, 39, 19, 16, 31]
weights    = [0.000000, 0.067593, 0.068627, 0.068627, 0.068378, 0.114626, 0.071205, 0.547619, 0.132937, 0.067593, 0.065079, 0.072619, 0.068241, 1.000000, 0.132937, 0.103938, 0.067857, 0.069719, 0.067857, 0.071205, 0.070430]
min_ratio  = [0.0000, 0.1556, 0.1235, 0.1235, 0.1312, 0.7000, 0.0437, 0.7000, 0.7000, 0.1556, 0.2333, 0.0000, 0.1355, 0.7000, 0.7000, 0.7000, 0.1474, 0.0897, 0.1474, 0.0437, 0.0677]
points = [(584400.000, 4511800.000), (584147.440, 4511501.582), (584683.527, 4511731.698), (584355.032, 4512248.469), (584195.502, 4511538.322), (584628.648, 4511816.006), (584279.724, 4512202.592), (584196.463, 4511571.589), (584721.122, 4511686.379), (584238.950, 4512221.389), (584185.292, 4511464.190), (584640.702, 4511797.896), (584253.862, 4512290.436), (584083.753, 4511531.966), (584783.247, 4511696.991), (584385.034, 4512237.732), (584188.284, 4511430.079), (584654.192, 4511725.738), (584301.725, 4512186.695), (584125.666, 4511509.215), (584696.545, 4511778.999)]
distances = [
{0.0000, 390.9474, 291.6378, 450.7183, 332.1064, 229.2072, 420.1750, 305.9397, 340.6301, 451.1162, 398.5821, 240.7113, 511.7462, 414.5529, 396.8493, 437.9876, 426.2221, 264.8174, 398.9879, 399.7690, 297.2881}
{390.9474, 0.0000, 583.3885, 775.2002, 60.4962, 574.8247, 713.3826, 85.4645, 602.7112, 725.6008, 53.2061, 575.4208, 796.0006, 70.5638, 665.1582, 773.5424, 82.3458, 554.1147, 702.2709, 23.0731, 615.2047}
{291.6378, 583.3885, 0.0000, 612.3414, 524.9403, 100.5966, 620.3215, 512.7049, 58.8824, 661.3970, 565.5070, 78.8423, 704.8408, 632.1558, 105.5877, 587.5102, 579.8617, 29.9343, 593.9659, 600.5891, 49.0602}
{450.7183, 775.2002, 612.3414, 0.0000, 727.8452, 511.7518, 88.1815, 695.2061, 670.7959, 119.1984, 802.4372, 533.5021, 109.5286, 766.1389, 698.2100, 31.8663, 835.2052, 602.2831, 81.5943, 774.0196, 580.5464}
{332.1064, 60.4962, 524.9403, 727.8452, 0.0000, 514.5131, 669.5880, 33.2803, 546.0744, 684.4472, 74.8319, 515.3460, 754.3749, 111.9293, 608.7861, 724.6353, 108.4836, 495.5007, 657.0168, 75.6591, 555.8506}
{229.2072, 574.8247, 100.5966, 511.7518, 514.5131, 0.0000, 520.7654, 496.5117, 159.2314, 562.3159, 565.9849, 21.7558, 604.6056, 614.4825, 195.1045, 487.0315, 585.5428, 93.8131, 494.2558, 589.1619, 77.3282}
{420.1750, 713.3826, 620.3215, 88.1815, 669.5880, 520.7654, 0.0000, 636.4731, 679.1967, 44.8977, 744.4160, 542.2960, 91.5717, 698.6729, 713.5607, 111.0185, 777.9063, 606.3138, 27.1435, 710.2863, 594.2825}
{305.9397, 85.4645, 512.7049, 695.2061, 33.2803, 496.5117, 636.4731, 0.0000, 537.0699, 651.1878, 107.9779, 498.5614, 721.1356, 119.4712, 600.0350, 692.3192, 141.7459, 482.9884, 624.0483, 94.3541, 541.3887}
{340.6301, 602.7112, 58.8824, 670.7959, 546.0744, 159.2314, 679.1967, 537.0699, 0.0000, 720.2255, 580.0704, 137.4888, 763.6861, 655.8065, 63.0253, 645.7122, 591.2753, 77.6449, 652.8475, 621.2527, 95.8248}
{451.1162, 725.6008, 661.3970, 119.1984, 684.4472, 562.3159, 44.8977, 651.1878, 720.2255, 0.0000, 759.0977, 583.7392, 70.6392, 706.6752, 755.8127, 146.9956, 792.9304, 646.6031, 71.7239, 721.1282, 636.4765}
{398.5821, 53.2061, 565.5070, 802.4372, 74.8319, 565.9849, 744.4160, 107.9779, 580.0704, 759.0977, 0.0000, 564.5862, 829.0865, 122.0808, 641.6750, 798.9140, 34.2421, 536.9117, 731.8268, 74.7157, 600.4037}
