20 2 [30, 30]
capacities = [100000, 43, 20, 20, 30, 38, 36, 41, 35, 49, 29, 44, 21, 36, 28, 40, 34, 41, 27, 39, 22]
initial     = [50000, 0, 14, 0, 17, 3, 5, 36, 7, 25, 19, 5, 9, 12, 16, 9, 28, 27, 11, 17, 4]
target      = [0, 3, 5, 4, 12, 11, 5, 34, 21, 49, 12, 1, 1, 11, 22, 24, 10, 20, 16, 26, 4]
weights    = [0.000000, 0.168750, 0.263750, 0.168750, 0.099479, 0.136364, 0.050000, 0.056985, 0.129167, 0.108163, 0.119271, 0.525000, 1.000000, 0.060795, 0.082386, 0.124219, 0.263750, 0.091563, 0.087109, 0.091106, 0.050000]
min_ratio  = [0.0000, 0.0000, 0.7000, 0.0000, 0.7000, 0.1909, 0.7000, 0.7000, 0.2333, 0.3571, 0.7000, 0.7000, 0.7000, 0.7000, 0.5091, 0.2625, 0.7000, 0.7000, 0.4812, 0.4577, 0.7000]
points = [(584400.000, 4511800.000), (584154.511, 4511574.407), (584812.439, 4511846.370), (584369.005, 4512282.078), (584113.908, 4511471.628), (584714.220, 4511767.326), (584320.357, 4512227.794), (584186.890, 4511452.907), (584611.836, 4511777.519), (584257.421, 4512222.580), (584090.056, 4511447.542), (584683.541, 4511676.828), (584247.768, 4512132.212), (584013.294, 4511520.308), (584590.991, 4511759.613), (584258.256, 4512111.231), (584120.474, 4511476.046), (584803.838, 4511794.831), (584382.126, 4512149.820), (584227.616, 4511602.348), (584797.001, 4511745.402)]
distances = [
{0.0000, 333.4017, 415.0375, 483.0730, 435.5194, 315.9147, 435.1446, 407.2956, 213.0259, 445.9852, 469.3528, 309.1386, 365.4306, 477.2518, 195.2141, 341.9879, 427.8794, 403.8712, 350.2765, 262.2647, 400.7377}
{333.4017, 0.0000, 711.9217, 739.4624, 110.5093, 592.0236, 674.1062, 125.7410, 500.4003, 656.2915, 142.3001, 538.8525, 565.5464, 151.2254, 474.1471, 546.7560, 104.0839, 685.7197, 618.7958, 78.2618, 664.8549}
{415.0375, 711.9217, 0.0000, 621.6710, 792.7030, 126.0748, 622.5982, 739.0028, 212.0894, 670.5063, 825.1676, 212.9773, 632.8975, 863.1045, 237.8363, 614.2225, 784.8282, 52.2525, 526.5466, 633.6918, 102.1417}
{483.0730, 739.4624, 621.6710, 0.0000, 849.6490, 619.7928, 72.8921, 848.9348, 559.9523, 126.4549, 879.9217, 682.0997, 192.7645, 840.7279, 567.6679, 203.6024, 843.4775, 653.0619, 132.9067, 694.2792, 686.4412}
{435.5194, 110.5093, 792.7030, 849.6490, 0.0000, 669.1883, 783.8425, 75.3453, 584.3821, 764.5428, 33.8975, 605.4659, 674.0104, 111.7713, 557.2647, 655.6891, 7.9146, 761.8819, 729.3050, 173.2548, 735.9136}
{315.9147, 592.0236, 126.0748, 619.7928, 669.1883, 0.0000, 605.9365, 613.9520, 102.8903, 644.9201, 701.3156, 95.5570, 592.2162, 743.1796, 123.4709, 571.1160, 661.3461, 93.7433, 506.5458, 513.8113, 85.6345}
{435.1446, 674.1062, 622.5982, 72.8921, 783.8425, 605.9365, 0.0000, 786.2978, 536.3839, 63.1518, 813.5307, 659.8983, 120.0217, 771.2489, 540.7734, 132.0742, 777.8679, 649.0079, 99.4750, 632.2850, 678.1529}
{407.2956, 125.7410, 739.0028, 848.9348, 75.3453, 613.9520, 786.2978, 0.0000, 534.7454, 772.8985, 96.9829, 544.7960, 682.0278, 186.2216, 507.3128, 662.1809, 70.3314, 705.3629, 723.7441, 154.8910, 676.6010}
{213.0259, 500.4003, 212.0894, 559.9523, 584.3821, 102.8903, 536.3839, 534.7454, 0.0000, 568.9372, 617.3653, 123.6131, 508.2845, 651.4680, 27.4802, 486.1914, 576.4744, 192.7806, 437.4644, 422.2683, 187.9294}
{445.9852, 656.2915, 670.5063, 126.4549, 764.5428, 644.9201, 63.1518, 772.8985, 568.9372, 0.0000, 792.9031, 692.4040, 90.8824, 743.4949, 570.6200, 111.3528, 758.9912, 693.9318, 144.3789, 620.9483, 720.3092}
{469.3528, 142.3001, 825.1676, 879.9217, 33.8975, 701.3156, 813.5307, 96.9829, 617.3653, 792.9031, 0.0000, 636.2362, 702.5994, 105.7695, 590.1901, 684.6706, 41.6865, 793.7850, 760.5915, 207.0931, 767.1325}
{309.1386, 538.8525, 212.9773, 682.0997, 605.4659, 95.5570, 659.8983, 544.7960, 123.6131, 692.4040, 636.2362, 0.0000, 630.2957, 688.2799, 124.1728, 607.9246, 597.7937, 168.5113, 560.8677, 461.9685, 132.5731}
{365.4306, 565.5464, 632.8975, 192.7645, 674.0104, 592.2162, 120.0217, 682.0278, 508.2845, 90.8824, 702.5994, 630.2957, 0.0000, 655.2898, 506.5886, 23.4571, 668.3991, 650.4158, 135.5070, 530.2474, 671.7732}
{477.2518, 151.2254, 863.1045, 840.7279, 111.7713, 743.1796, 771.2489, 186.2216, 651.4680, 743.4949, 105.7695, 688.2799, 655.2898, 0.0000, 625.3004, 639.6845, 115.9598, 836.8528, 729.6045, 229.4871, 815.3919}
{195.2141, 474.1471, 237.8363, 567.6679, 557.2647, 123.4709, 540.7734, 507.3128, 27.4802, 570.6200, 590.1901, 124.1728, 506.5886, 625.3004, 0.0000, 484.0939, 549.3598, 215.7412, 442.5902, 395.9468, 206.4998}
{341.9879, 546.7560, 614.2225, 203.6024, 655.6891, 571.1160, 132.0742, 662.1809, 486.1914, 111.3528, 684.6706, 607.9246, 23.4571, 639.6845, 484.0939, 0.0000, 649.9563, 630.6888, 129.7412, 509.8045, 651.2113}
{427.8794, 104.0839, 784.8282, 843.4775, 7.9146, 661.3461, 777.8679, 70.3314, 576.4744, 758.9912, 41.6865, 597.7937, 668.3991, 115.9598, 549.3598, 649.9563, 0.0000, 754.0622, 722.7953, 165.6243, 728.1766}
{403.8712, 685.7197, 52.2525, 653.0619, 761.8819, 93.7433, 649.0079, 705.3629, 192.7806, 693.9318, 793.7850, 168.5113, 650.4158, 836.8528, 215.7412, 630.6888, 754.0622, 0.0000, 551.2341, 607.5211, 49.8991}
{350.2765, 618.7958, 526.5466, 132.9067, 729.3050, 506.5458, 99.4750, 723.7441, 437.4644, 144.3789, 760.5915, 560.8677, 135.5070, 729.6045, 442.5902, 129.7412, 722.7953, 551.2341, 0.0000, 568.8580, 579.3751}
{262.2647, 78.2618, 633.6918, 694.2792, 173.2548, 513.8113, 632.2850, 154.8910, 422.2683, 620.9483, 207.0931, 461.9685, 530.2474, 229.4871, 395.9468, 509.8045, 165.6243, 607.5211, 568.8580, 0.0000, 587.0810}
{400.7377, 664.8549, 102.1417, 686.4412, 735.9136, 85.6345, 678.1529, 676.6010, 187.9294, 720.3092, 767.1325, 132.5731, 671.7732, 815.3919, 206.4998, 651.2113, 728.1766, 49.8991, 579.3751, 587.0810, 0.0000}
]
