file,instance_name,algorithm_preset,method,status,certified_original_problem,objective,lower_bound,upper_bound,gap,runtime_seconds,wall_time_seconds,time_budget_seconds,actual_runtime_seconds,gap_trajectory_available,progress_log,progress_checkpoints_written,compact_bc_progress_interval_seconds,unresolved_intervals,invalid_bound_intervals,open_nodes,compact_interval_bc_enabled,compact_interval_bc_closed_leaves,compact_interval_bc_timed_out_leaves,compact_bc_bound_valid,compact_bc_bound_scope,compact_bc_certificate_valid,compact_bc_enabled_families_requested,compact_bc_enabled_families_effective,compact_bc_total_cuts_added_by_family,compact_bc_total_domains_tightened_by_family,compact_bc_receiver_source_cover_mode,compact_bc_total_root_cut_rounds,compact_bc_dynamic_cut_families,compact_bc_root_probe,compact_bc_dynamic_cut_violation_tol,compact_bc_domain_propagation_mode,compact_bc_domain_propagation_rounds,compact_bc_domain_propagation_rounds_completed,compact_bc_expensive_static_families,compact_bc_use_dynamic_instead_of_static,compact_bc_dynamic_cuts_added_by_family,compact_bc_dynamic_max_violation_by_family,compact_bc_dynamic_cuts_added_total,compact_bc_model_size_policy,compact_bc_rows_estimated,compact_bc_cols_estimated,compact_bc_nonzeros_estimated,compact_bc_memory_estimate_mb,compact_bc_model_rows,compact_bc_model_cols,compact_bc_model_nonzeros,compact_bc_disabled_families_due_to_size,compact_bc_model_size_stop_reason,compact_bc_total_leaf_nodes,compact_bc_total_solver_time,cplex_threads,mip_threads,compact_bc_solver_threads,solver_thread_policy,thread_fairness_class,ablation_variant_semantics,certificate_uses_bpc_tree,no_archive_scanning,no_external_known_ub
results\gf_compact_bc_timeprofile_round\raw\exact_high_imbalance_seed3201_300s.json,high_imbalance_seed3201.txt,paper-gf-compact-bc,gcap-frontier,gcap_frontier_not_closed,False,2.44340319194,2.315507,2.44340319194,0.052343466017,309.3079889,309.3079889,300,309.3079889,True,results\gf_compact_bc_timeprofile_round\progress_traces\exact_high_imbalance_seed3201_300s.progress.csv,12,30,1,0,2,True,1,1,True,original_fixed_interval,False,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,direct_gini_cap=2;direct_gini_floor=2;tight_mccormick=896;inventory_conservation=4;visit_inventory_linking=80;objective_estimator_cutoff=2;penalty_lb=2;gini_spread=380;required_movement=2;global_handling_capacity=2;support_duration_pair=1140;support_duration_triple=6840;transfer_compat=120;receiver_source_cover=0,movement_reachability=24;low_gini_ratio_band_domains=24,off,4,"support,transfer,visit,objective,receiver",lp,1e-06,iterative,3,0,auto,False,dynamic_root_total=0,,0,resource-adaptive,0,0,0,5.37753295898,19742,4234,107076,,,4439,126.5371554,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_timeprofile_round\raw\exact_high_imbalance_seed3201_300s_auto_oracle\interval_6.json,high_imbalance_seed3201.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_unresolved_timeout,False,0,2.3155068261,2.44340319194,0.0523435371882,120.3872302,120.3872302,300,120.3872302,False,,0,30,0,0,0,True,0,1,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=448;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=1;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,penalty_domains=1;movement_reachability=12;domain_width_before=685;domain_width_after=536,off,2,"support,transfer,visit,objective,receiver",lp,1e-06,iterative,3,1,auto,False,support_duration=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,support_duration=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,0,resource-adaptive,11682,2483,93456,2.68876647949,9871,2117,53538,none,,0,120.3872302,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_timeprofile_round\raw\exact_high_imbalance_seed3201_300s_auto_oracle\interval_7.json,high_imbalance_seed3201.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_closed,False,0,2.44340319194,2.44340319194,0,6.1499252,6.1499252,300,6.1499252,False,,0,30,0,0,0,True,1,0,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=448;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=1;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,penalty_domains=1;movement_reachability=12;domain_width_before=685;domain_width_after=534,off,2,"support,transfer,visit,objective,receiver",lp,1e-06,iterative,3,1,auto,False,support_duration=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,support_duration=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,0,resource-adaptive,11682,2483,93456,2.68876647949,9871,2117,53538,none,,0,6.1499252,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_timeprofile_round\raw\exact_high_imbalance_seed3202_1200s_static.json,high_imbalance_seed3202.txt,paper-gf-compact-bc,gcap-frontier,optimal,True,1.74931345205,1.74931345205,1.74931345205,0,295.1043675,295.1043675,1200,295.1043675,True,results\gf_compact_bc_timeprofile_round\progress_traces\exact_high_imbalance_seed3202_1200s_static.progress.csv,14,30,0,0,0,False,0,0,False,none,True,,,none,none,off,0,,lp,1e-06,iterative,3,0,auto,False,,,0,resource-adaptive,0,0,0,0,0,0,0,,,0,0,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_timeprofile_round\raw\exact_high_imbalance_seed3202_300s.json,high_imbalance_seed3202.txt,paper-gf-compact-bc,gcap-frontier,gcap_frontier_not_closed,False,1.74931345205,1.711009,1.74931345205,0.0218968487356,314.3783144,314.3783144,300,314.3783144,True,results\gf_compact_bc_timeprofile_round\progress_traces\exact_high_imbalance_seed3202_300s.progress.csv,14,30,1,0,1,True,0,1,True,original_fixed_interval,False,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=436;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=1;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0,movement_reachability=13;low_gini_ratio_band_domains=13,off,2,"support,transfer,visit,objective,receiver",lp,1e-06,iterative,3,0,auto,False,dynamic_root_total=0,,0,resource-adaptive,0,0,0,2.6848526001,9850,2111,53511,,,3196,120.3905912,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_timeprofile_round\raw\exact_high_imbalance_seed3202_300s_auto_oracle\interval_9.json,high_imbalance_seed3202.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_unresolved_timeout,False,0,1.7110088864,1.74931345205,0.0218969136753,120.3905912,120.3905912,300,120.3905912,False,,0,30,0,0,0,True,0,1,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=436;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=1;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,penalty_domains=1;movement_reachability=13;domain_width_before=684;domain_width_after=536,off,2,"support,transfer,visit,objective,receiver",lp,1e-06,iterative,3,1,auto,False,support_duration=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,support_duration=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,0,resource-adaptive,11682,2483,93456,2.6848526001,9850,2111,53511,none,,0,120.3905912,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_1200s.json,moderate_seed3301.txt,paper-gf-compact-bc,gcap-frontier,interrupted_noncertified,False,0.0491525526647,0.0122881381662,0.0491525526647,0.75,1380.0149999998976,1380.0149999998976,1200,1380.0149999998976,True,results\gf_compact_bc_timeprofile_round\progress_traces\exact_moderate_seed3301_1200s.progress.csv,22,,10,0,10,True,,,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_1200s_static300.json,moderate_seed3301,paper-gf-compact-bc,gcap-frontier,interrupted_noncertified,False,0.0491525526647,0.00787208851271,0.0491525526647,0.83984375,1804.0,1804.0,1200,1804.0,True,results\gf_compact_bc_timeprofile_round\progress_traces\exact_moderate_seed3301_1200s_static300.progress.csv,1,,9,0,0,True,,,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s.json,moderate_seed3301.txt,paper-gf-compact-bc,gcap-frontier,interrupted_noncertified,False,0.0491525526647,0.0122881381662,0.0491525526647,0.75,480.0150000001304,480.0150000001304,300,480.0150000001304,True,results\gf_compact_bc_timeprofile_round\progress_traces\exact_moderate_seed3301_300s.progress.csv,16,,6,0,6,True,,,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_auto_oracle\interval_2.json,moderate_seed3301.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_unresolved_timeout,False,0,0.048809709088,0.0491525526647,0.00697509199743,120.403667,120.403667,300,120.403667,False,,0,30,0,0,0,True,0,1,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=5;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,penalty_domains=17;movement_reachability=4;domain_width_before=684;domain_width_after=518,off,2,"support,transfer,visit,objective,receiver",lp,1e-06,iterative,3,1,auto,False,support_duration=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,support_duration=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,0,resource-adaptive,11682,2483,93456,2.69229888916,9882,2119,53623,none,,0,120.403667,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_auto_oracle\interval_3.json,moderate_seed3301.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_closed,False,0,0.0491525526647,0.0491525526647,0,1.5962942,1.5962942,300,1.5962942,False,,0,30,0,0,0,True,1,0,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure|dynamic_root,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure|dynamic_root,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=9;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=40,penalty_domains=27;movement_reachability=3;domain_width_before=684;domain_width_after=379,off,2,"support,transfer,visit,objective,receiver",lp,1e-06,iterative,3,1,auto,False,support_duration=0;transfer_compat=23;visit_inventory_linking=17;objective_estimator=0;receiver_source_cover=0,support_duration=0;transfer_compat=2213.57;visit_inventory_linking=1973.29;objective_estimator=0;receiver_source_cover=0,40,resource-adaptive,11682,2483,93456,2.69333648682,9886,2119,53647,none,,0,1.5962942,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30.json,moderate_seed3301.txt,paper-gf-compact-bc,gcap-frontier,gcap_frontier_not_closed,False,0.0491525526647,0.044391,0.0491525526647,0.096872947723,305.4513707,305.4513707,300,305.4513707,True,results\gf_compact_bc_timeprofile_round\progress_traces\exact_moderate_seed3301_300s_static30.progress.csv,16,30,2,0,6,True,4,2,True,original_fixed_interval,False,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,direct_gini_cap=6;direct_gini_floor=6;tight_mccormick=2712;inventory_conservation=12;visit_inventory_linking=240;objective_estimator_cutoff=6;penalty_lb=6;gini_spread=1140;required_movement=26;global_handling_capacity=6;support_duration_pair=3420;support_duration_triple=20520;transfer_compat=360;receiver_source_cover=0,movement_reachability=27;low_gini_ratio_band_domains=72,off,0,,lp,1e-06,iterative,3,0,auto,False,dynamic_root_total=0,,0,resource-adaptive,0,0,0,16.1527557373,59288,12714,321714,,,2981,64.8554399,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_timeprofile_round\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_1.json,moderate_seed3301.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_unresolved_timeout,False,0,0.044390657922,0.0491525526647,0.0968799072395,30.1870503,30.1870503,300,30.1870503,False,,0,30,0,0,0,True,0,1,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=3;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,penalty_domains=10;movement_reachability=5;domain_width_before=684;domain_width_after=557,off,0,,lp,1e-06,iterative,3,1,auto,False,support_duration=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,support_duration=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,0,resource-adaptive,11682,2483,93456,2.69178009033,9880,2119,53611,none,,0,30.1870503,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
