12 2 [20, 20]
capacities = [100000, 37, 34, 31, 27, 29, 22, 29, 47, 23, 41, 36, 25]
initial     = [50000, 16, 20, 26, 25, 1, 1, 4, 24, 5, 16, 22, 25]
target      = [0, 16, 12, 15, 14, 11, 11, 13, 24, 12, 23, 14, 14]
weights    = [0.000000, 0.150000, 0.773333, 0.835667, 0.884643, 1.000000, 1.000000, 0.797308, 0.150000, 0.695417, 0.434565, 0.684286, 0.884643]
min_ratio  = [0.000000, 0.650000, 0.650000, 0.650000, 0.650000, 0.059091, 0.059091, 0.200000, 0.650000, 0.270833, 0.452174, 0.650000, 0.650000]
points = [(584400.000, 4511800.000), (585120.262, 4511950.492), (584003.109, 4512129.142), (584472.889, 4510747.663), (585003.261, 4512246.229), (583702.933, 4512256.778), (584247.586, 4510697.438), (585097.675, 4512083.830), (583892.704, 4512145.006), (584277.219, 4511010.766), (584968.572, 4512070.820), (583747.320, 4512241.863), (584420.930, 4510739.784)]
distances = [
{0.0000, 735.8156, 515.6134, 1054.8587, 750.3622, 833.3958, 1113.0470, 753.2000, 613.4967, 798.7277, 629.7752, 788.1842, 1060.4224}
{735.8156, 0.0000, 1131.3473, 1365.9756, 318.0402, 1450.0455, 1526.9925, 135.2382, 1242.8728, 1262.4601, 193.6201, 1403.5193, 1398.1692}
{515.6134, 1131.3473, 0.0000, 1459.1706, 1006.9824, 326.1846, 1452.4278, 1095.5039, 111.5383, 1151.4782, 967.2228, 279.5245, 1450.8238}
{1054.8587, 1365.9756, 1459.1706, 0.0000, 1589.6523, 1694.1845, 230.8326, 1475.0262, 1513.0048, 327.8870, 1412.9564, 1661.0496, 52.5527}
{750.3622, 318.0402, 1006.9824, 1589.6523, 0.0000, 1300.3706, 1723.3099, 187.8490, 1115.1598, 1433.0056, 178.8062, 1255.9484, 1615.0801}
{833.3958, 1450.0455, 326.1846, 1694.1845, 1300.3706, 0.0000, 1651.7231, 1405.4240, 220.2410, 1371.9880, 1279.2269, 46.8258, 1678.3295}
{1113.0470, 1526.9925, 1452.4278, 230.8326, 1723.3099, 1651.7231, 0.0000, 1626.2642, 1490.4349, 314.7261, 1551.1278, 1623.4275, 178.4411}
{753.2000, 135.2382, 1095.5039, 1475.0262, 187.8490, 1405.4240, 1626.2642, 0.0000, 1206.5227, 1350.7834, 129.7576, 1359.5711, 1504.8070}
{613.4967, 1242.8728, 111.5383, 1513.0048, 1115.1598, 220.2410, 1490.4349, 1206.5227, 0.0000, 1197.6449, 1078.4219, 174.6938, 1501.2233}
{798.7277, 1262.4601, 1151.4782, 327.8870, 1433.0056, 1371.9880, 314.7261, 1350.7834, 1197.6449, 0.0000, 1265.5759, 1340.2963, 306.7309}
{629.7752, 193.6201, 967.2228, 1412.9564, 178.8062, 1279.2269, 1551.1278, 129.7576, 1078.4219, 1265.5759, 0.0000, 1233.1712, 1439.2938}
{788.1842, 1403.5193, 279.5245, 1661.0496, 1255.9484, 46.8258, 1623.4275, 1359.5711, 174.6938, 1340.2963, 1233.1712, 0.0000, 1646.2054}
{1060.4224, 1398.1692, 1450.8238, 52.5527, 1615.0801, 1678.3295, 178.4411, 1504.8070, 1501.2233, 306.7309, 1439.2938, 1646.2054, 0.0000}
]
