12 3 [30, 30, 30]
capacities = [100000, 26, 38, 37, 43, 23, 21, 26, 42, 49, 32, 43, 21]
initial     = [50000, 24, 6, 7, 17, 22, 2, 22, 39, 36, 6, 13, 13]
target      = [0, 14, 19, 17, 26, 14, 9, 13, 26, 23, 18, 25, 13]
weights    = [0.000000, 0.930612, 0.897744, 0.792857, 0.528297, 0.774490, 1.000000, 0.906593, 0.696429, 0.767702, 0.878571, 0.674571, 0.150000]
min_ratio  = [0.000000, 0.650000, 0.205263, 0.267647, 0.425000, 0.650000, 0.144444, 0.650000, 0.650000, 0.650000, 0.216667, 0.338000, 0.650000]
points = [(584400.000, 4511800.000), (584265.681, 4512513.934), (583727.296, 4511425.581), (585130.581, 4511572.532), (584327.947, 4512529.329), (583842.099, 4511253.101), (585076.151, 4511616.496), (584382.137, 4512579.245), (583895.231, 4511198.988), (585145.624, 4511521.260), (584225.947, 4512599.197), (583780.488, 4511273.460), (585101.330, 4511435.693)]
distances = [
{0.0000, 726.4593, 769.8832, 765.1736, 732.8791, 781.2499, 700.6099, 779.4495, 784.8612, 796.0223, 817.9307, 813.0440, 790.3060}
{726.4593, 0.0000, 1214.2362, 1278.3938, 64.1409, 1330.0827, 1209.2380, 133.5201, 1366.1312, 1326.5376, 94.0671, 1331.9868, 1364.1529}
{769.8832, 1214.2362, 0.0000, 1410.9583, 1256.5984, 207.1936, 1362.2993, 1326.5582, 282.0395, 1421.5517, 1275.1578, 161.1532, 1374.0714}
{765.1736, 1278.3938, 1410.9583, 0.0000, 1248.8724, 1327.4866, 69.9678, 1254.4480, 1290.5910, 53.4330, 1368.3586, 1382.8219, 139.9299}
{732.8791, 64.1409, 1256.5984, 1248.8724, 0.0000, 1365.5782, 1180.2850, 73.6765, 1398.9453, 1297.9980, 123.6349, 1370.0068, 1339.4628}
{781.2499, 1330.0827, 207.1936, 1327.4866, 1365.5782, 0.0000, 1286.4448, 1431.8860, 75.8361, 1330.8215, 1399.7548, 64.8882, 1272.4001}
{700.6099, 1209.2380, 1362.2993, 69.9678, 1180.2850, 1286.4448, 0.0000, 1186.8194, 1252.5520, 117.8833, 1299.4416, 1340.3055, 182.5481}
{779.4495, 133.5201, 1326.5582, 1254.4480, 73.6765, 1431.8860, 1186.8194, 0.0000, 1463.6207, 1304.7010, 157.4594, 1437.7264, 1350.9068}
{784.8612, 1366.1312, 282.0395, 1290.5910, 1398.9453, 75.8361, 1252.5520, 1463.6207, 0.0000, 1291.2563, 1438.7348, 136.7914, 1229.1076}
{796.0223, 1326.5376, 1421.5517, 53.4330, 1297.9980, 1330.8215, 117.8833, 1304.7010, 1291.2563, 0.0000, 1416.9528, 1387.4447, 96.3516}
{817.9307, 94.0671, 1275.1578, 1368.3586, 123.6349, 1399.7548, 1299.4416, 157.4594, 1438.7348, 1416.9528, 0.0000, 1398.5759, 1456.0349}
{813.0440, 1331.9868, 161.1532, 1382.8219, 1370.0068, 64.8882, 1340.3055, 1437.7264, 136.7914, 1387.4447, 1398.5759, 0.0000, 1330.7685}
{790.3060, 1364.1529, 1374.0714, 139.9299, 1339.4628, 1272.4001, 182.5481, 1350.9068, 1229.1076, 96.3516, 1456.0349, 1330.7685, 0.0000}
]
