selection_id,generated_local_station_index,source_station_row_index,legacy_internal_index,station_id,station_name,original_capacity,original_utm_easting_m,original_utm_northing_m,selected_utm_easting_m,selected_utm_northing_m,is_depot,geographic_selection_seed,geographic_regime,replicate,anchor_source_station_row_index,distance_from_anchor_m,selection_order
cb443_V50_compact_r1,0,,,,ARTIFICIAL_CENTROID_DEPOT,,,,588601.049,4503128.543,True,1548884955,compact,1,90,,0
cb443_V50_compact_r1,1,90,91,475c44e1-31e3-4c60-b071-af2ca3f7618c,Prospect Pl & Nostrand Ave,22,588715.299,4503129.769,588715.299,4503129.769,False,1548884955,compact,1,90,0.000000,1
cb443_V50_compact_r1,2,94,95,78b4aa30-e4e9-4447-9419-c89f8527892e,New York Ave & St Marks Ave,23,588979.537,4503228.408,588979.537,4503228.408,False,1548884955,compact,1,90,282.048529,2
cb443_V50_compact_r1,3,70,71,c2bb1874-bcb7-47c5-aa7d-05423b9087e8,Sterling Pl & New York Ave,25,588943.536,4502917.115,588943.536,4502917.115,False,1548884955,compact,1,90,311.951682,3
cb443_V50_compact_r1,4,103,104,a2f71eea-05a2-4fe7-99ab-f74535c880ae,Bedford Ave & Bergen St,24,588491.274,4503358.910,588491.274,4503358.910,False,1548884955,compact,1,90,320.457171,4
cb443_V50_compact_r1,5,73,74,dd351a72-4241-4275-843d-0fffa8a1f414,Sterling Pl & Bedford Ave,25,588393.610,4502949.965,588393.610,4502949.965,False,1548884955,compact,1,90,368.528549,5
cb443_V50_compact_r1,6,119,120,c702c094-b08f-449d-a41d-b3724f147491,Pacific St & Nostrand Ave,22,588767.521,4503498.985,588767.521,4503498.985,False,1548884955,compact,1,90,372.890858,6
cb443_V50_compact_r1,7,61,62,3bdd81c8-3112-45e6-ae72-11a3f4fa5921,Lincoln Pl & Nostrand Ave,25,588686.144,4502739.734,588686.144,4502739.734,False,1548884955,compact,1,90,391.123146,7
cb443_V50_compact_r1,8,88,89,1ddadf67-ae08-4e86-bdda-236629b9eabd,Brooklyn Ave & Prospect Pl,25,589208.243,4503117.908,589208.243,4503117.908,False,1548884955,compact,1,90,493.086676,8
cb443_V50_compact_r1,9,55,56,174bf571-e597-463d-84bc-611c4a13d85e,Eastern Pkwy & Nostrand Ave,27,588721.410,4502618.031,588721.410,4502618.031,False,1548884955,compact,1,90,511.774486,9
